id_garantia,id_poliza,tipo_garantia,suma_garantizada,activa
GAR-0014529,POL-004183,Responsabilidad civil,809643.29,True
GAR-0014530,POL-004183,Incendio,1066179.54,True
GAR-0014531,POL-004184,Responsabilidad civil,6209136.58,True
GAR-0014532,POL-004184,Robo parcial,6106258.3,True
GAR-0014533,POL-004185,Robo total,6788739.8,True
GAR-0014534,POL-004185,Granizo,7116141.32,True
GAR-0014535,POL-004185,Daño propio,7453777.39,True
GAR-0014536,POL-004186,Incendio,3055278.23,True
GAR-0014537,POL-004186,Granizo,2380487.65,True
GAR-0014538,POL-004186,Daño propio,3583887.22,True
GAR-0014539,POL-004186,Responsabilidad civil,3273200.88,True
GAR-0014540,POL-004186,Robo parcial,2179069.91,True
GAR-0014541,POL-004187,Daño propio,2969158.78,True
GAR-0014542,POL-004187,Incendio,3413212.06,True
GAR-0014543,POL-004187,Granizo,5593084.1,True
GAR-0014544,POL-004188,Granizo,3503546.17,True
GAR-0014545,POL-004188,Responsabilidad civil,3198273.94,True
GAR-0014546,POL-004188,Asistencia en ruta,1600971.83,True
GAR-0014547,POL-004189,Daño propio,4926725.61,True
GAR-0014548,POL-004189,Responsabilidad civil,3660101.05,True
GAR-0014549,POL-004189,Robo parcial,2965639.26,True
GAR-0014550,POL-004189,Robo total,2563151.29,True
GAR-0014551,POL-004189,Granizo,2426279.71,True
GAR-0014552,POL-004190,Robo total,10072321.97,True
GAR-0014553,POL-004190,Daño propio,8490837.78,True
GAR-0014554,POL-004190,Asistencia en ruta,9948762.75,True
GAR-0014555,POL-004190,Robo parcial,2895442.34,True
GAR-0014556,POL-004191,Robo total,19685112.43,True
GAR-0014557,POL-004191,Responsabilidad civil,12335626.05,True
GAR-0014558,POL-004192,Robo parcial,5205455.03,True
GAR-0014559,POL-004192,Responsabilidad civil,3460769.04,True
GAR-0014560,POL-004192,Asistencia en ruta,4785742.39,True
GAR-0014561,POL-004192,Granizo,1717603.97,True
GAR-0014562,POL-004193,Granizo,2543545.98,True
GAR-0014563,POL-004193,Robo total,1958878.03,True
GAR-0014564,POL-004193,Incendio,2496869.1,True
GAR-0014565,POL-004194,Robo total,4852997.55,True
GAR-0014566,POL-004194,Asistencia en ruta,4819689.28,True
GAR-0014567,POL-004195,Robo total,5698196.02,True
GAR-0014568,POL-004195,Responsabilidad civil,3805166.74,True
GAR-0014569,POL-004195,Granizo,5113725.61,True
GAR-0014570,POL-004195,Incendio,5060601.56,True
GAR-0014571,POL-004195,Robo parcial,2366415.07,True
GAR-0014572,POL-004196,Robo parcial,4093243.25,True
GAR-0014573,POL-004196,Incendio,10007524.76,True
GAR-0014574,POL-004196,Robo total,6408877.07,True
GAR-0014575,POL-004197,Robo total,3263134.55,True
GAR-0014576,POL-004197,Incendio,2645108.09,True
GAR-0014577,POL-004197,Daño propio,2899205.96,True
GAR-0014578,POL-004197,Robo parcial,4394803.73,True
GAR-0014579,POL-004197,Responsabilidad civil,1742076.12,True
GAR-0014580,POL-004198,Robo parcial,1518941.22,True
GAR-0014581,POL-004198,Incendio,1667367.24,True
GAR-0014582,POL-004199,Robo total,2322124.35,True
GAR-0014583,POL-004199,Robo parcial,2607575.35,True
GAR-0014584,POL-004200,Robo total,2722103.17,True
GAR-0014585,POL-004200,Daño propio,2134366.2,True
GAR-0014586,POL-004200,Granizo,2677118.19,True
GAR-0014587,POL-004200,Incendio,4067010.97,True
GAR-0014588,POL-004200,Asistencia en ruta,7154963.95,True
GAR-0014589,POL-004201,Granizo,5886566.17,True
GAR-0014590,POL-004201,Daño propio,1037143.74,True
GAR-0014591,POL-004201,Robo total,5003732.53,True
GAR-0014592,POL-004202,Incendio,8400731.52,True
GAR-0014593,POL-004202,Daño propio,3341550.71,True
GAR-0014594,POL-004203,Responsabilidad civil,4125323.07,True
GAR-0014595,POL-004203,Asistencia en ruta,6568678.11,True
GAR-0014596,POL-004203,Robo total,9405583.36,True
GAR-0014597,POL-004204,Daño propio,5429153.41,True
GAR-0014598,POL-004204,Robo parcial,5801044.31,True
GAR-0014599,POL-004205,Robo parcial,2507761.98,True
GAR-0014600,POL-004205,Granizo,5961181.32,True
GAR-0014601,POL-004205,Asistencia en ruta,1230951.57,True
GAR-0014602,POL-004205,Robo total,6298180.23,True
GAR-0014603,POL-004205,Responsabilidad civil,1517086.99,True
GAR-0014604,POL-004206,Daño propio,1925757.83,True
GAR-0014605,POL-004206,Granizo,2639992.13,True
GAR-0014606,POL-004207,Incendio,1200169.41,True
GAR-0014607,POL-004207,Robo parcial,6488503.81,True
GAR-0014608,POL-004208,Responsabilidad civil,1554529.45,True
GAR-0014609,POL-004208,Robo parcial,5796844.29,True
GAR-0014610,POL-004209,Asistencia en ruta,7405122.71,True
GAR-0014611,POL-004209,Incendio,5846988.02,True
GAR-0014612,POL-004209,Responsabilidad civil,5665630.27,True
GAR-0014613,POL-004209,Daño propio,6152816.6,True
GAR-0014614,POL-004209,Robo total,8889813.14,True
GAR-0014615,POL-004210,Robo total,4988081.45,True
GAR-0014616,POL-004210,Asistencia en ruta,5289402.41,True
GAR-0014617,POL-004210,Incendio,1859112.41,True
GAR-0014618,POL-004210,Robo parcial,1375706.28,True
GAR-0014619,POL-004210,Granizo,8205443.66,True
GAR-0014620,POL-004211,Robo total,3367790.87,True
GAR-0014621,POL-004211,Granizo,4671992.04,True
GAR-0014622,POL-004211,Incendio,3759345.02,True
GAR-0014623,POL-004211,Responsabilidad civil,4705910.86,True
GAR-0014624,POL-004211,Daño propio,4392993.37,True
GAR-0014625,POL-004212,Robo total,3296345.16,True
GAR-0014626,POL-004212,Daño propio,1899565.23,True
GAR-0014627,POL-004212,Asistencia en ruta,5526514.13,True
GAR-0014628,POL-004213,Robo parcial,9026680.42,True
GAR-0014629,POL-004213,Robo total,4542514.53,True
GAR-0014630,POL-004213,Daño propio,5728430.64,True
GAR-0014631,POL-004213,Incendio,7962815.47,True
GAR-0014632,POL-004214,Daño propio,2093256.6,True
GAR-0014633,POL-004214,Granizo,3948616.49,True
GAR-0014634,POL-004215,Granizo,8199906.06,True
GAR-0014635,POL-004215,Incendio,2348901.88,True
GAR-0014636,POL-004216,Robo total,1437675.18,True
GAR-0014637,POL-004216,Responsabilidad civil,1206308.86,True
GAR-0014638,POL-004217,Daño propio,2219377.88,True
GAR-0014639,POL-004217,Responsabilidad civil,6966498.18,True
GAR-0014640,POL-004217,Granizo,6103660.45,True
GAR-0014641,POL-004218,Daño propio,2895971.37,True
GAR-0014642,POL-004218,Asistencia en ruta,9948028.45,True
GAR-0014643,POL-004218,Robo total,6924856.94,True
GAR-0014644,POL-004218,Robo parcial,5797011.34,True
GAR-0014645,POL-004218,Incendio,9990703.23,True
GAR-0014646,POL-004219,Daño propio,1157107.03,True
GAR-0014647,POL-004219,Incendio,3435182.27,True
GAR-0014648,POL-004219,Robo total,1715843.77,True
GAR-0014649,POL-004219,Responsabilidad civil,6450558.49,True
GAR-0014650,POL-004219,Granizo,3596662.9,True
GAR-0014651,POL-004220,Daño propio,2666314.95,True
GAR-0014652,POL-004220,Responsabilidad civil,4499121.74,True
GAR-0014653,POL-004220,Robo total,1773309.88,True
GAR-0014654,POL-004221,Granizo,11831442.45,True
GAR-0014655,POL-004221,Asistencia en ruta,10145247.69,True
GAR-0014656,POL-004221,Responsabilidad civil,12357056.34,True
GAR-0014657,POL-004221,Robo parcial,8551995.99,True
GAR-0014658,POL-004221,Daño propio,15551289.86,True
GAR-0014659,POL-004222,Robo parcial,3303727.47,True
GAR-0014660,POL-004222,Robo total,6595069.22,True
GAR-0014661,POL-004222,Incendio,12386002.28,True
GAR-0014662,POL-004222,Daño propio,8593999.55,True
GAR-0014663,POL-004223,Granizo,2981415.72,True
GAR-0014664,POL-004223,Asistencia en ruta,7778540.31,True
GAR-0014665,POL-004223,Daño propio,4939286.62,True
GAR-0014666,POL-004224,Incendio,3170727.91,True
GAR-0014667,POL-004224,Daño propio,1233802.35,True
GAR-0014668,POL-004224,Responsabilidad civil,1932451.63,True
GAR-0014669,POL-004224,Robo parcial,6842822.45,True
GAR-0014670,POL-004224,Robo total,7250321.4,True
GAR-0014671,POL-004225,Robo total,4520422.64,True
GAR-0014672,POL-004225,Incendio,4656391.02,True
GAR-0014673,POL-004225,Robo parcial,3485443.76,True
GAR-0014674,POL-004225,Responsabilidad civil,3531927.12,True
GAR-0014675,POL-004225,Daño propio,2166566.28,True
GAR-0014676,POL-004226,Responsabilidad civil,2783433.24,True
GAR-0014677,POL-004226,Daño propio,5046272.04,True
GAR-0014678,POL-004226,Granizo,6388456.18,True
GAR-0014679,POL-004226,Incendio,2116144.53,True
GAR-0014680,POL-004227,Asistencia en ruta,6072187.37,True
GAR-0014681,POL-004227,Responsabilidad civil,3716268.64,True
GAR-0014682,POL-004227,Robo total,5221051.16,True
GAR-0014683,POL-004228,Granizo,7960033.51,True
GAR-0014684,POL-004228,Incendio,5246423.36,True
GAR-0014685,POL-004228,Robo total,2494945.53,True
GAR-0014686,POL-004228,Asistencia en ruta,2237788.3,True
GAR-0014687,POL-004228,Daño propio,3038878.39,True
GAR-0014688,POL-004229,Robo parcial,1501826.52,True
GAR-0014689,POL-004229,Daño propio,1119609.28,True
GAR-0014690,POL-004229,Robo total,1331675.66,True
GAR-0014691,POL-004229,Asistencia en ruta,4527285.33,True
GAR-0014692,POL-004229,Incendio,5826096.66,True
GAR-0014693,POL-004230,Incendio,4399442.53,True
GAR-0014694,POL-004230,Asistencia en ruta,5123970.47,True
GAR-0014695,POL-004230,Daño propio,2203930.06,True
GAR-0014696,POL-004231,Robo parcial,1739500.52,True
GAR-0014697,POL-004231,Daño propio,4031878.37,True
GAR-0014698,POL-004231,Robo total,3403993.16,True
GAR-0014699,POL-004231,Asistencia en ruta,2355261.01,True
GAR-0014700,POL-004232,Robo total,8788731.08,True
GAR-0014701,POL-004232,Granizo,10220027.2,True
GAR-0014702,POL-004233,Robo parcial,5570258.02,True
GAR-0014703,POL-004233,Responsabilidad civil,4330156.95,True
GAR-0014704,POL-004233,Granizo,3349537.49,True
GAR-0014705,POL-004233,Incendio,5192052.55,True
GAR-0014706,POL-004233,Asistencia en ruta,1969499.03,True
GAR-0014707,POL-004234,Robo parcial,11567245.66,True
GAR-0014708,POL-004234,Responsabilidad civil,9843625.69,True
GAR-0014709,POL-004235,Asistencia en ruta,3881029.17,True
GAR-0014710,POL-004235,Incendio,3599662.79,True
GAR-0014711,POL-004235,Daño propio,5124584.7,True
GAR-0014712,POL-004235,Granizo,3856615.03,True
GAR-0014713,POL-004235,Robo total,2871296.2,True
GAR-0014714,POL-004236,Incendio,3242797.11,True
GAR-0014715,POL-004236,Granizo,3634727.42,True
GAR-0014716,POL-004236,Asistencia en ruta,2594105.92,True
GAR-0014717,POL-004236,Responsabilidad civil,2772907.41,True
GAR-0014718,POL-004237,Responsabilidad civil,1950423.15,True
GAR-0014719,POL-004237,Robo total,1778459.99,True
GAR-0014720,POL-004237,Granizo,3573533.79,True
GAR-0014721,POL-004238,Robo total,2820812.34,True
GAR-0014722,POL-004238,Robo parcial,3169386.44,True
GAR-0014723,POL-004238,Responsabilidad civil,1243407.01,True
GAR-0014724,POL-004239,Incendio,5690181.77,True
GAR-0014725,POL-004239,Granizo,3000811.38,True
GAR-0014726,POL-004239,Robo total,8602206.82,True
GAR-0014727,POL-004239,Daño propio,3777616.53,True
GAR-0014728,POL-004239,Robo parcial,9217424.72,True
GAR-0014729,POL-004240,Daño propio,7530047.93,True
GAR-0014730,POL-004240,Incendio,8122700.23,True
GAR-0014731,POL-004240,Asistencia en ruta,3316142.8,True
GAR-0014732,POL-004240,Robo total,6711438.19,True
GAR-0014733,POL-004240,Robo parcial,7196404.5,True
GAR-0014734,POL-004241,Asistencia en ruta,1559285.49,True
GAR-0014735,POL-004241,Robo parcial,1602248.98,True
GAR-0014736,POL-004241,Granizo,5981508.32,True
GAR-0014737,POL-004241,Responsabilidad civil,3448685.85,True
GAR-0014738,POL-004241,Daño propio,4042072.62,True
GAR-0014739,POL-004242,Granizo,2885304.68,True
GAR-0014740,POL-004242,Incendio,6347306.55,True
GAR-0014741,POL-004242,Robo parcial,5141061.22,True
GAR-0014742,POL-004242,Asistencia en ruta,1027494.01,True
GAR-0014743,POL-004243,Asistencia en ruta,3003320.28,True
GAR-0014744,POL-004243,Incendio,5818881.51,True
GAR-0014745,POL-004243,Robo parcial,3051008.39,True
GAR-0014746,POL-004243,Granizo,5035762.39,True
GAR-0014747,POL-004243,Responsabilidad civil,2293576.17,True
GAR-0014748,POL-004244,Asistencia en ruta,4765756.0,True
GAR-0014749,POL-004244,Incendio,5972393.33,True
GAR-0014750,POL-004244,Robo parcial,4577775.59,True
GAR-0014751,POL-004244,Responsabilidad civil,2743049.86,True
GAR-0014752,POL-004245,Responsabilidad civil,2005928.73,True
GAR-0014753,POL-004245,Daño propio,2664787.33,True
GAR-0014754,POL-004246,Responsabilidad civil,3868104.16,True
GAR-0014755,POL-004246,Incendio,1912981.69,True
GAR-0014756,POL-004246,Granizo,3505338.8,True
GAR-0014757,POL-004246,Robo total,4962123.05,True
GAR-0014758,POL-004247,Robo parcial,3051259.64,True
GAR-0014759,POL-004247,Daño propio,8815757.91,True
GAR-0014760,POL-004248,Asistencia en ruta,5501638.57,True
GAR-0014761,POL-004248,Robo total,3833066.69,True
GAR-0014762,POL-004248,Robo parcial,2216980.88,True
GAR-0014763,POL-004248,Daño propio,2298198.25,True
GAR-0014764,POL-004248,Responsabilidad civil,3579495.11,True
GAR-0014765,POL-004249,Responsabilidad civil,6341320.15,True
GAR-0014766,POL-004249,Granizo,2866565.4,True
GAR-0014767,POL-004250,Asistencia en ruta,10390629.83,True
GAR-0014768,POL-004250,Responsabilidad civil,1862515.49,True
GAR-0014769,POL-004250,Daño propio,9509694.03,True
GAR-0014770,POL-004251,Robo total,4614281.15,True
GAR-0014771,POL-004251,Asistencia en ruta,9459836.73,True
GAR-0014772,POL-004251,Granizo,7647731.82,True
GAR-0014773,POL-004251,Daño propio,7872682.02,True
GAR-0014774,POL-004252,Robo total,2937799.24,True
GAR-0014775,POL-004252,Asistencia en ruta,3089465.48,True
GAR-0014776,POL-004253,Robo parcial,8107863.97,True
GAR-0014777,POL-004253,Asistencia en ruta,10096318.3,True
GAR-0014778,POL-004254,Responsabilidad civil,3691799.74,True
GAR-0014779,POL-004254,Granizo,3002185.9,True
GAR-0014780,POL-004254,Incendio,3169328.41,True
GAR-0014781,POL-004255,Asistencia en ruta,4504943.11,True
GAR-0014782,POL-004255,Granizo,6587870.01,True
GAR-0014783,POL-004256,Incendio,6106493.89,True
GAR-0014784,POL-004256,Robo parcial,5527616.11,True
GAR-0014785,POL-004257,Incendio,2895825.8,True
GAR-0014786,POL-004257,Asistencia en ruta,3876541.34,True
GAR-0014787,POL-004257,Responsabilidad civil,4656231.93,True
GAR-0014788,POL-004257,Robo total,3883624.05,True
GAR-0014789,POL-004257,Robo parcial,5866820.1,True
GAR-0014790,POL-004258,Asistencia en ruta,2723619.96,True
GAR-0014791,POL-004258,Robo total,1656286.76,True
GAR-0014792,POL-004258,Robo parcial,4229633.73,True
GAR-0014793,POL-004258,Daño propio,5756110.43,True
GAR-0014794,POL-004258,Granizo,5648167.68,True
GAR-0014795,POL-004259,Asistencia en ruta,1114531.75,True
GAR-0014796,POL-004259,Incendio,3492098.21,True
GAR-0014797,POL-004259,Granizo,5638680.62,True
GAR-0014798,POL-004259,Robo parcial,5829419.98,True
GAR-0014799,POL-004259,Robo total,2559676.72,True
GAR-0014800,POL-004260,Incendio,2923317.61,True
GAR-0014801,POL-004260,Asistencia en ruta,4062454.4,True
GAR-0014802,POL-004261,Responsabilidad civil,3839665.76,True
GAR-0014803,POL-004261,Robo total,4199990.65,True
GAR-0014804,POL-004262,Responsabilidad civil,2284062.67,True
GAR-0014805,POL-004262,Robo parcial,2699219.57,True
GAR-0014806,POL-004263,Daño propio,2254695.99,True
GAR-0014807,POL-004263,Robo parcial,11012307.2,True
GAR-0014808,POL-004264,Granizo,5513235.41,True
GAR-0014809,POL-004264,Responsabilidad civil,4588917.49,True
GAR-0014810,POL-004265,Robo parcial,5584453.16,True
GAR-0014811,POL-004265,Responsabilidad civil,10959764.57,True
GAR-0014812,POL-004265,Granizo,7901100.39,True
GAR-0014813,POL-004265,Asistencia en ruta,4335949.99,True
GAR-0014814,POL-004266,Responsabilidad civil,2809582.24,True
GAR-0014815,POL-004266,Asistencia en ruta,2206812.6,True
GAR-0014816,POL-004266,Daño propio,4284109.59,True
GAR-0014817,POL-004267,Incendio,6380001.72,True
GAR-0014818,POL-004267,Daño propio,5868021.12,True
GAR-0014819,POL-004267,Robo parcial,1972361.98,True
GAR-0014820,POL-004267,Responsabilidad civil,5479058.9,True
GAR-0014821,POL-004268,Robo total,834556.44,True
GAR-0014822,POL-004268,Robo parcial,5108522.41,True
GAR-0014823,POL-004268,Asistencia en ruta,3266111.96,True
GAR-0014824,POL-004269,Robo parcial,4822685.27,True
GAR-0014825,POL-004269,Asistencia en ruta,2879236.74,True
GAR-0014826,POL-004269,Responsabilidad civil,3434052.02,True
GAR-0014827,POL-004269,Incendio,7728545.62,True
GAR-0014828,POL-004269,Daño propio,6653688.0,True
GAR-0014829,POL-004270,Daño propio,2036554.02,True
GAR-0014830,POL-004270,Robo parcial,5046577.68,True
GAR-0014831,POL-004270,Robo total,8443439.08,True
GAR-0014832,POL-004270,Granizo,5939416.12,True
GAR-0014833,POL-004270,Asistencia en ruta,1602916.43,True
GAR-0014834,POL-004271,Responsabilidad civil,1411876.94,True
GAR-0014835,POL-004271,Granizo,6476055.49,True
GAR-0014836,POL-004272,Daño propio,9187772.06,True
GAR-0014837,POL-004272,Robo parcial,8898642.72,True
GAR-0014838,POL-004272,Asistencia en ruta,7688472.59,True
GAR-0014839,POL-004272,Responsabilidad civil,9216720.8,True
GAR-0014840,POL-004273,Robo total,3424277.27,True
GAR-0014841,POL-004273,Asistencia en ruta,6169491.88,True
GAR-0014842,POL-004274,Responsabilidad civil,3067522.5,True
GAR-0014843,POL-004274,Robo total,7112309.4,True
GAR-0014844,POL-004274,Daño propio,1543560.88,True
GAR-0014845,POL-004274,Granizo,3503164.72,True
GAR-0014846,POL-004274,Asistencia en ruta,10882969.76,True
GAR-0014847,POL-004275,Granizo,4480506.09,True
GAR-0014848,POL-004275,Robo parcial,4090710.59,True
GAR-0014849,POL-004275,Incendio,6339108.77,True
GAR-0014850,POL-004275,Daño propio,6216628.58,True
GAR-0014851,POL-004275,Robo total,1601241.48,True
GAR-0014852,POL-004276,Robo total,4036046.63,True
GAR-0014853,POL-004276,Daño propio,3484744.68,True
GAR-0014854,POL-004276,Asistencia en ruta,3140089.07,True
GAR-0014855,POL-004276,Robo parcial,2925496.58,True
GAR-0014856,POL-004276,Responsabilidad civil,5853203.44,True
GAR-0014857,POL-004277,Incendio,8440770.79,True
GAR-0014858,POL-004277,Robo total,8557287.9,True
GAR-0014859,POL-004278,Asistencia en ruta,1972469.99,True
GAR-0014860,POL-004278,Granizo,2415697.79,True
GAR-0014861,POL-004278,Incendio,2334889.35,True
GAR-0014862,POL-004279,Asistencia en ruta,8988517.21,True
GAR-0014863,POL-004279,Granizo,10525737.5,True
GAR-0014864,POL-004279,Incendio,1846075.8,True
GAR-0014865,POL-004280,Asistencia en ruta,857634.01,True
GAR-0014866,POL-004280,Incendio,5192457.81,True
GAR-0014867,POL-004281,Incendio,9889408.29,True
GAR-0014868,POL-004281,Robo parcial,11690933.37,True
GAR-0014869,POL-004281,Responsabilidad civil,11645071.16,True
GAR-0014870,POL-004281,Asistencia en ruta,9067929.0,True
GAR-0014871,POL-004282,Robo parcial,2910730.61,True
GAR-0014872,POL-004282,Asistencia en ruta,5798378.16,True
GAR-0014873,POL-004282,Granizo,3887183.47,True
GAR-0014874,POL-004282,Incendio,1126754.78,True
GAR-0014875,POL-004283,Robo total,8001665.1,True
GAR-0014876,POL-004283,Incendio,5893730.57,True
GAR-0014877,POL-004283,Responsabilidad civil,4602745.92,True
GAR-0014878,POL-004283,Asistencia en ruta,6215531.58,True
GAR-0014879,POL-004283,Daño propio,5703827.41,True
GAR-0014880,POL-004284,Responsabilidad civil,8709770.18,True
GAR-0014881,POL-004284,Granizo,7890873.82,True
GAR-0014882,POL-004284,Incendio,4412880.64,True
GAR-0014883,POL-004284,Daño propio,2435488.91,True
GAR-0014884,POL-004285,Daño propio,3816880.89,True
GAR-0014885,POL-004285,Robo parcial,3821011.08,True
GAR-0014886,POL-004285,Robo total,1103585.22,True
GAR-0014887,POL-004286,Robo total,6799944.61,True
GAR-0014888,POL-004286,Incendio,1581968.3,True
GAR-0014889,POL-004287,Incendio,6777552.76,True
GAR-0014890,POL-004287,Daño propio,7203524.66,True
GAR-0014891,POL-004288,Asistencia en ruta,3487899.28,True
GAR-0014892,POL-004288,Incendio,3307466.41,True
GAR-0014893,POL-004288,Daño propio,4025825.89,True
GAR-0014894,POL-004288,Responsabilidad civil,2356817.63,True
GAR-0014895,POL-004289,Asistencia en ruta,1261997.2,True
GAR-0014896,POL-004289,Responsabilidad civil,4711868.43,True
GAR-0014897,POL-004290,Asistencia en ruta,3435569.41,True
GAR-0014898,POL-004290,Daño propio,4024590.69,True
GAR-0014899,POL-004291,Daño propio,2179324.64,True
GAR-0014900,POL-004291,Robo total,9222757.27,True
GAR-0014901,POL-004291,Robo parcial,2560075.5,True
GAR-0014902,POL-004291,Asistencia en ruta,5054636.2,True
GAR-0014903,POL-004291,Granizo,4798346.44,True
GAR-0014904,POL-004292,Granizo,5822837.53,True
GAR-0014905,POL-004292,Responsabilidad civil,2636595.09,True
GAR-0014906,POL-004292,Daño propio,2915647.34,True
GAR-0014907,POL-004292,Asistencia en ruta,5696322.17,True
GAR-0014908,POL-004292,Robo parcial,2965019.18,True
GAR-0014909,POL-004293,Daño propio,6299036.72,True
GAR-0014910,POL-004293,Robo total,5401501.28,True
GAR-0014911,POL-004293,Granizo,1292586.01,True
GAR-0014912,POL-004293,Robo parcial,3840596.53,True
GAR-0014913,POL-004293,Asistencia en ruta,3513669.69,True
GAR-0014914,POL-004294,Incendio,1490727.9,True
GAR-0014915,POL-004294,Robo total,8005351.47,True
GAR-0014916,POL-004295,Asistencia en ruta,1501419.08,True
GAR-0014917,POL-004295,Granizo,8747872.38,True
GAR-0014918,POL-004295,Robo parcial,5507814.97,True
GAR-0014919,POL-004296,Asistencia en ruta,3603507.64,True
GAR-0014920,POL-004296,Robo total,914461.95,True
GAR-0014921,POL-004296,Responsabilidad civil,2528334.09,True
GAR-0014922,POL-004297,Robo parcial,3934610.08,True
GAR-0014923,POL-004297,Asistencia en ruta,7010763.58,True
GAR-0014924,POL-004298,Asistencia en ruta,5700197.87,True
GAR-0014925,POL-004298,Robo parcial,2869505.67,True
GAR-0014926,POL-004298,Incendio,4914770.53,True
GAR-0014927,POL-004298,Daño propio,3844084.17,True
GAR-0014928,POL-004298,Robo total,5330382.77,True
GAR-0014929,POL-004299,Granizo,7768947.99,True
GAR-0014930,POL-004299,Asistencia en ruta,19964661.72,True
GAR-0014931,POL-004299,Robo total,4950282.05,True
GAR-0014932,POL-004299,Daño propio,14538592.21,True
GAR-0014933,POL-004300,Daño propio,1464498.81,True
GAR-0014934,POL-004300,Asistencia en ruta,1909076.5,True
GAR-0014935,POL-004300,Responsabilidad civil,1982412.25,True
GAR-0014936,POL-004300,Granizo,8650684.93,True
GAR-0014937,POL-004301,Asistencia en ruta,6023254.25,True
GAR-0014938,POL-004301,Robo total,2019386.89,True
GAR-0014939,POL-004301,Daño propio,1703680.96,True
GAR-0014940,POL-004301,Responsabilidad civil,3253459.16,True
GAR-0014941,POL-004302,Asistencia en ruta,1632869.95,True
GAR-0014942,POL-004302,Robo total,3879301.25,True
GAR-0014943,POL-004302,Robo parcial,4339421.05,True
GAR-0014944,POL-004302,Incendio,4233418.1,True
GAR-0014945,POL-004303,Robo total,8342342.99,True
GAR-0014946,POL-004303,Daño propio,4814642.88,True
GAR-0014947,POL-004304,Robo total,1219515.82,True
GAR-0014948,POL-004304,Robo parcial,3118187.02,True
GAR-0014949,POL-004304,Responsabilidad civil,4358551.35,True
GAR-0014950,POL-004305,Robo parcial,4354483.03,True
GAR-0014951,POL-004305,Asistencia en ruta,1331009.08,True
GAR-0014952,POL-004305,Daño propio,4417859.89,True
GAR-0014953,POL-004305,Granizo,4974983.18,True
GAR-0014954,POL-004305,Incendio,1032359.04,True
GAR-0014955,POL-004306,Incendio,3027532.17,True
GAR-0014956,POL-004306,Robo total,10124725.16,True
GAR-0014957,POL-004307,Daño propio,7800310.21,True
GAR-0014958,POL-004307,Granizo,4373538.72,True
GAR-0014959,POL-004307,Responsabilidad civil,9772792.23,True
GAR-0014960,POL-004307,Robo parcial,5112920.16,True
GAR-0014961,POL-004308,Granizo,2410052.71,True
GAR-0014962,POL-004308,Responsabilidad civil,4599679.19,True
GAR-0014963,POL-004308,Incendio,2402155.89,True
GAR-0014964,POL-004308,Robo parcial,4823924.57,True
GAR-0014965,POL-004308,Daño propio,2525412.9,True
GAR-0014966,POL-004309,Robo parcial,2235865.86,True
GAR-0014967,POL-004309,Incendio,7694924.09,True
GAR-0014968,POL-004309,Responsabilidad civil,7565817.13,True
GAR-0014969,POL-004309,Granizo,1978520.38,True
GAR-0014970,POL-004309,Robo total,2980193.92,True
GAR-0014971,POL-004310,Incendio,1723089.22,True
GAR-0014972,POL-004310,Robo parcial,4263367.5,True
GAR-0014973,POL-004310,Granizo,5084204.66,True
GAR-0014974,POL-004310,Asistencia en ruta,3420449.25,True
GAR-0014975,POL-004310,Daño propio,6188529.81,True
GAR-0014976,POL-004311,Responsabilidad civil,2713537.91,True
GAR-0014977,POL-004311,Granizo,8482188.36,True
GAR-0014978,POL-004311,Incendio,10007415.59,True
GAR-0014979,POL-004312,Robo parcial,1677767.02,True
GAR-0014980,POL-004312,Robo total,1257106.86,True
GAR-0014981,POL-004312,Granizo,1543970.89,True
GAR-0014982,POL-004313,Responsabilidad civil,1329805.16,True
GAR-0014983,POL-004313,Granizo,2020294.75,True
GAR-0014984,POL-004313,Robo parcial,5775917.81,True
GAR-0014985,POL-004313,Daño propio,5010907.76,True
GAR-0014986,POL-004314,Robo total,14896378.41,True
GAR-0014987,POL-004314,Responsabilidad civil,5867788.4,True
GAR-0014988,POL-004315,Granizo,1730261.69,True
GAR-0014989,POL-004315,Daño propio,8299841.75,True
GAR-0014990,POL-004315,Robo parcial,3384674.26,True
GAR-0014991,POL-004315,Asistencia en ruta,6899977.22,True
GAR-0014992,POL-004316,Daño propio,4022112.31,True
GAR-0014993,POL-004316,Responsabilidad civil,4417509.04,True
GAR-0014994,POL-004316,Robo total,1918500.91,True
GAR-0014995,POL-004316,Incendio,2422300.8,True
GAR-0014996,POL-004317,Robo parcial,2352979.55,True
GAR-0014997,POL-004317,Incendio,4581855.05,True
GAR-0014998,POL-004317,Robo total,3712877.83,True
GAR-0014999,POL-004317,Granizo,2511994.91,True
GAR-0015000,POL-004318,Robo parcial,6126864.16,True
GAR-0015001,POL-004318,Responsabilidad civil,4770771.39,True
GAR-0015002,POL-004318,Daño propio,10929937.61,True
GAR-0015003,POL-004318,Incendio,7976646.76,True
GAR-0015004,POL-004319,Incendio,5448720.54,True
GAR-0015005,POL-004319,Robo parcial,1059859.3,True
GAR-0015006,POL-004319,Robo total,6078035.31,True
GAR-0015007,POL-004319,Daño propio,6042310.15,True
GAR-0015008,POL-004319,Asistencia en ruta,1081489.16,True
GAR-0015009,POL-004320,Granizo,10619493.75,True
GAR-0015010,POL-004320,Asistencia en ruta,4580202.73,True
GAR-0015011,POL-004320,Robo parcial,6850557.0,True
GAR-0015012,POL-004320,Daño propio,10476334.59,True
