id_parte,id_poliza,id_objeto_asegurado,id_perito,id_denunciante,id_receptor_pago,fecha_apertura,fecha_cierre,tipo_siniestro,estado,monto_reclamado,tipo_seguro,dias_resolucion
PAR-004188,POL-004188,OBJ-004188,PER-0058,CLI-04188,CLI-04188,2024-07-29,2024-08-14,Robo parcial,Cerrado,40176.24,Automóvil,16
PAR-004189,POL-004189,OBJ-004189,PER-0052,CLI-04189,CLI-04189,2026-03-21,2026-04-19,Granizo,Cerrado,27988.28,Automóvil,29
PAR-004190,POL-004190,OBJ-004190,PER-0053,CLI-04190,CLI-04190,2025-09-22,2025-10-25,Choque,Cerrado,71522.62,Automóvil,33
PAR-004191,POL-004191,OBJ-004191,PER-0010,CLI-04191,CLI-04191,2024-10-27,2024-12-12,Granizo,Cerrado,39502.51,Automóvil,46
PAR-004192,POL-004192,OBJ-004192,PER-0033,CLI-04192,CLI-04192,2025-12-21,2026-01-24,Robo total,Cerrado,48086.64,Automóvil,34
PAR-004193,POL-004193,OBJ-004193,PER-0005,CLI-04193,CLI-04193,2025-08-23,2025-11-04,Responsabilidad civil,Cerrado,31904.17,Automóvil,73
PAR-004194,POL-004194,OBJ-004194,PER-0007,CLI-04194,CLI-04194,2024-04-30,2024-07-27,Granizo,Cerrado,39709.12,Automóvil,88
PAR-004195,POL-004195,OBJ-004195,PER-0019,CLI-04195,CLI-04195,2024-09-27,2024-10-04,Robo parcial,Cerrado,35070.44,Automóvil,7
PAR-004196,POL-004196,OBJ-004196,PER-0030,CLI-04196,CLI-04196,2024-11-26,2024-12-02,Robo total,Cerrado,78230.82,Automóvil,6
PAR-004197,POL-004197,OBJ-004197,PER-0006,CLI-04197,CLI-04197,2026-01-20,2026-03-13,Incendio,Cerrado,57553.56,Automóvil,52
PAR-004198,POL-004198,OBJ-004198,PER-0020,CLI-04198,CLI-04198,2026-03-21,2026-06-13,Choque,Cerrado,50155.04,Automóvil,84
PAR-004199,POL-004199,OBJ-004199,PER-0051,CLI-04199,CLI-04199,2025-03-26,2025-04-07,Robo parcial,Cerrado,34949.02,Automóvil,12
PAR-004200,POL-004200,OBJ-004200,PER-0017,CLI-04200,CLI-04200,2025-11-21,2026-01-01,Robo total,Cerrado,47615.18,Automóvil,41
PAR-004201,POL-004201,OBJ-004201,PER-0029,CLI-04201,CLI-04201,2024-07-29,2024-09-24,Robo total,Cerrado,33113.94,Automóvil,57
PAR-004202,POL-004202,OBJ-004202,PER-0032,CLI-04202,CLI-04202,2024-05-30,2024-07-27,Responsabilidad civil,Cerrado,50142.72,Automóvil,58
PAR-004203,POL-004203,OBJ-004203,PER-0051,CLI-04203,CLI-04203,2023-10-03,2023-12-19,Incendio,Cerrado,107641.49,Automóvil,77
PAR-004204,POL-004204,OBJ-004204,PER-0014,CLI-04204,CLI-04204,2025-11-21,2025-12-16,Incendio,Cerrado,40933.28,Automóvil,25
PAR-004205,POL-004205,OBJ-004205,PER-0005,CLI-04205,CLI-02284,2025-08-23,2025-11-07,Granizo,Cerrado,1492.86,Automóvil,76
PAR-004206,POL-004206,OBJ-004206,PER-0053,CLI-04206,CLI-04206,2025-10-22,2025-12-20,Choque,Cerrado,52604.92,Automóvil,59
PAR-004207,POL-004207,OBJ-004207,PER-0033,CLI-04207,CLI-04207,2025-01-25,2025-04-19,Robo total,Cerrado,4229.12,Automóvil,84
PAR-004208,POL-004208,OBJ-004208,PER-0032,CLI-04208,CLI-04208,2024-11-26,2025-01-25,Granizo,Cerrado,36639.38,Automóvil,60
PAR-004209,POL-004209,OBJ-004209,PER-0010,CLI-04209,CLI-04209,2026-02-19,2026-04-05,Choque,Cerrado,56661.29,Automóvil,45
PAR-004210,POL-004210,OBJ-004210,PER-0050,CLI-04210,CLI-04210,2024-08-28,2024-10-16,Incendio,Cerrado,25627.72,Automóvil,49
PAR-004211,POL-004211,OBJ-004211,PER-0059,CLI-04211,CLI-04211,2025-01-25,2025-03-15,Granizo,Cerrado,29932.02,Automóvil,49
PAR-004212,POL-004212,OBJ-004212,PER-0013,CLI-04212,CLI-04212,2024-09-27,2024-11-11,Incendio,Cerrado,26707.59,Automóvil,45
PAR-004213,POL-004213,OBJ-004213,PER-0015,CLI-04213,CLI-10266,2023-11-02,2023-11-05,Robo total,Cerrado,30537.77,Automóvil,3
PAR-004214,POL-004214,OBJ-004214,PER-0053,CLI-04214,CLI-06295,2025-12-21,2026-02-18,Robo total,Cerrado,42680.51,Automóvil,59
PAR-004215,POL-004215,OBJ-004215,PER-0006,CLI-04215,CLI-08423,2025-03-26,2025-05-21,Choque,Cerrado,70739.47,Automóvil,56
PAR-004216,POL-004216,OBJ-004216,PER-0008,CLI-04216,CLI-04216,2026-03-21,2026-05-11,Incendio,Cerrado,30709.65,Automóvil,51
PAR-004217,POL-004217,OBJ-004217,PER-0055,CLI-04217,CLI-04217,2024-07-29,2024-08-28,Robo total,Cerrado,1316.08,Automóvil,30
PAR-004218,POL-004218,OBJ-004218,PER-0019,CLI-04218,CLI-04218,2026-01-20,2026-02-15,Choque,Cerrado,10258.23,Automóvil,26
PAR-004219,POL-004219,OBJ-004219,PER-0055,CLI-04219,CLI-04219,2025-05-25,2025-07-30,Robo total,Cerrado,36863.96,Automóvil,66
PAR-004220,POL-004220,OBJ-004220,PER-0048,CLI-04220,CLI-10457,2024-12-26,2025-02-28,Incendio,Cerrado,40366.19,Automóvil,64
PAR-004221,POL-004221,OBJ-004221,PER-0027,CLI-04221,CLI-04221,2025-12-21,2026-01-28,Incendio,Cerrado,122891.81,Automóvil,38
PAR-004222,POL-004222,OBJ-004222,PER-0027,CLI-04222,CLI-04222,2024-03-01,2024-03-28,Responsabilidad civil,Cerrado,94783.19,Automóvil,27
PAR-004223,POL-004223,OBJ-004223,PER-0028,CLI-04223,CLI-04223,2023-10-03,2023-12-03,Robo parcial,Cerrado,43775.13,Automóvil,61
PAR-004224,POL-004224,OBJ-004224,PER-0027,CLI-04224,CLI-04224,2025-08-23,2025-11-15,Responsabilidad civil,Cerrado,3441.37,Automóvil,84
PAR-004225,POL-004225,OBJ-004225,PER-0002,CLI-04225,CLI-04225,2024-06-29,2024-07-13,Robo total,Cerrado,46563.61,Automóvil,14
PAR-004226,POL-004226,OBJ-004226,PER-0051,CLI-04226,CLI-04226,2025-08-23,2025-09-02,Responsabilidad civil,Cerrado,19621.16,Automóvil,10
PAR-004227,POL-004227,OBJ-004227,PER-0029,CLI-04227,CLI-04227,2025-04-25,2025-05-24,Choque,Cerrado,61483.66,Automóvil,29
PAR-004228,POL-004228,OBJ-004228,PER-0050,CLI-04228,CLI-04228,2025-04-25,2025-07-13,Responsabilidad civil,Cerrado,56597.24,Automóvil,79
PAR-004229,POL-004229,OBJ-004229,PER-0041,CLI-04229,CLI-04229,2026-03-21,2026-05-25,Responsabilidad civil,Cerrado,32065.55,Automóvil,65
PAR-004230,POL-004230,OBJ-004230,PER-0028,CLI-04230,CLI-04230,2025-08-23,2025-10-20,Robo total,Cerrado,32017.12,Automóvil,58
PAR-004231,POL-004231,OBJ-004231,PER-0009,CLI-04231,CLI-04231,2026-02-19,2026-03-19,Granizo,Cerrado,35866.11,Automóvil,28
PAR-004232,POL-004232,OBJ-004232,PER-0032,CLI-04232,CLI-04232,2024-11-26,2025-01-14,Responsabilidad civil,Cerrado,130070.63,Automóvil,49
PAR-004233,POL-004233,OBJ-004233,PER-0004,CLI-04233,CLI-04233,2025-09-22,2025-10-03,Robo total,Cerrado,48685.95,Automóvil,11
PAR-004234,POL-004234,OBJ-004234,PER-0050,CLI-04234,CLI-04506,2025-10-22,2025-12-09,Responsabilidad civil,Cerrado,34077.06,Automóvil,48
PAR-004235,POL-004235,OBJ-004235,PER-0025,CLI-04235,CLI-04235,2025-05-25,2025-06-04,Robo parcial,Cerrado,32828.99,Automóvil,10
PAR-004236,POL-004236,OBJ-004236,PER-0039,CLI-04236,CLI-04236,2024-08-28,2024-10-19,Robo parcial,Cerrado,24069.48,Automóvil,52
PAR-004237,POL-004237,OBJ-004237,PER-0003,CLI-04237,CLI-04237,2024-09-27,2024-10-06,Responsabilidad civil,Cerrado,35521.24,Automóvil,9
PAR-004238,POL-004238,OBJ-004238,PER-0045,CLI-04238,CLI-04238,2024-12-26,2025-02-01,Robo parcial,Cerrado,62170.46,Automóvil,37
PAR-004239,POL-004239,OBJ-004239,PER-0055,CLI-04239,CLI-04239,2024-01-01,2024-02-25,Incendio,Cerrado,42949.79,Automóvil,55
PAR-004240,POL-004240,OBJ-004240,PER-0009,CLI-04240,CLI-04240,2024-05-30,2024-07-28,Robo total,Cerrado,38944.79,Automóvil,59
PAR-004241,POL-004241,OBJ-004241,PER-0005,CLI-04241,CLI-04241,2025-09-22,2025-11-13,Robo total,Cerrado,63041.43,Automóvil,52
PAR-004242,POL-004242,OBJ-004242,PER-0043,CLI-04242,CLI-04242,2025-04-25,2025-05-30,Responsabilidad civil,Cerrado,28758.4,Automóvil,35
PAR-004243,POL-004243,OBJ-004243,PER-0040,CLI-04243,CLI-07692,2025-01-25,2025-04-07,Incendio,Cerrado,39650.79,Automóvil,72
PAR-004244,POL-004244,OBJ-004244,PER-0029,CLI-04244,CLI-04244,2024-11-26,2025-02-21,Robo total,Cerrado,54311.71,Automóvil,87
PAR-004245,POL-004245,OBJ-004245,PER-0007,CLI-04245,CLI-04245,2025-09-22,2025-11-16,Responsabilidad civil,Cerrado,28458.08,Automóvil,55
PAR-004246,POL-004246,OBJ-004246,PER-0040,CLI-04246,CLI-04246,2025-10-22,2025-11-02,Robo parcial,Cerrado,39980.69,Automóvil,11
PAR-004247,POL-004247,OBJ-004247,PER-0051,CLI-04247,CLI-07170,2023-12-02,2023-12-09,Responsabilidad civil,Cerrado,35400.21,Automóvil,7
PAR-004248,POL-004248,OBJ-004248,PER-0019,CLI-04248,CLI-04248,2026-02-19,2026-04-29,Responsabilidad civil,Cerrado,8561.57,Automóvil,69
PAR-004249,POL-004249,OBJ-004249,PER-0044,CLI-04249,CLI-04249,2026-03-21,2026-04-18,Robo parcial,Cerrado,12520.43,Automóvil,28
PAR-004250,POL-004250,OBJ-004250,PER-0039,CLI-04250,CLI-07243,2024-12-26,2025-02-01,Incendio,Cerrado,14448.51,Automóvil,37
PAR-004251,POL-004251,OBJ-004251,PER-0025,CLI-04251,CLI-04251,2023-12-02,2024-02-04,Robo parcial,Cerrado,69680.54,Automóvil,64
PAR-004252,POL-004252,OBJ-004252,PER-0004,CLI-04252,CLI-04252,2025-06-24,2025-07-15,Choque,Cerrado,17466.23,Automóvil,21
PAR-004253,POL-004253,OBJ-004253,PER-0022,CLI-04253,CLI-04253,2023-06-05,2023-08-18,Incendio,Cerrado,2392.26,Automóvil,74
PAR-004254,POL-004254,OBJ-004254,PER-0034,CLI-04254,CLI-04254,2024-11-26,2024-12-16,Incendio,Cerrado,34793.57,Automóvil,20
PAR-004255,POL-004255,OBJ-004255,PER-0039,CLI-04255,CLI-04255,2023-10-03,2023-11-18,Robo parcial,Cerrado,52455.09,Automóvil,46
PAR-004256,POL-004256,OBJ-004256,PER-0055,CLI-04256,CLI-04256,2024-01-31,2024-03-23,Robo parcial,Cerrado,47602.82,Automóvil,52
PAR-004257,POL-004257,OBJ-004257,PER-0030,CLI-04257,CLI-04257,2024-11-26,2025-01-08,Choque,Cerrado,37484.79,Automóvil,43
PAR-004258,POL-004258,OBJ-004258,PER-0012,CLI-04258,CLI-03065,2024-03-31,2024-04-20,Choque,Cerrado,30222.88,Automóvil,20
PAR-004259,POL-004259,OBJ-004259,PER-0016,CLI-04259,CLI-04259,2025-07-24,2025-09-05,Choque,Cerrado,30033.78,Automóvil,43
PAR-004260,POL-004260,OBJ-004260,PER-0036,CLI-04260,CLI-04260,2025-02-24,2025-04-14,Granizo,Cerrado,3726.04,Automóvil,49
PAR-004261,POL-004261,OBJ-004261,PER-0039,CLI-04261,CLI-01836,2025-08-23,2025-11-01,Robo total,Cerrado,5425.74,Automóvil,70
PAR-004262,POL-004262,OBJ-004262,PER-0006,CLI-04262,CLI-04262,2024-09-27,2024-10-05,Incendio,Cerrado,31184.49,Automóvil,8
PAR-004263,POL-004263,OBJ-004263,PER-0011,CLI-04263,CLI-04263,2024-10-27,2024-11-06,Responsabilidad civil,Cerrado,74411.46,Automóvil,10
PAR-004264,POL-004264,OBJ-004264,PER-0047,CLI-04264,CLI-04264,2024-11-26,2024-12-04,Robo total,Cerrado,38889.79,Automóvil,8
PAR-004265,POL-004265,OBJ-004265,PER-0040,CLI-04265,CLI-04265,2024-03-01,2024-03-04,Choque,Cerrado,69121.26,Automóvil,3
PAR-004266,POL-004266,OBJ-004266,PER-0032,CLI-04266,CLI-04266,2024-03-31,2024-06-29,Robo parcial,Cerrado,448.5,Automóvil,90
PAR-004267,POL-004267,OBJ-004267,PER-0026,CLI-04267,CLI-04267,2025-03-26,2025-06-20,Incendio,Cerrado,45151.96,Automóvil,86
PAR-004268,POL-004268,OBJ-004268,PER-0025,CLI-04268,CLI-00736,2024-03-01,2024-05-01,Granizo,Cerrado,38972.34,Automóvil,61
PAR-004269,POL-004269,OBJ-004269,PER-0045,CLI-04269,CLI-02251,2023-11-02,2024-01-05,Robo total,Cerrado,676.5,Automóvil,64
PAR-004270,POL-004270,OBJ-004270,PER-0034,CLI-04270,CLI-04270,2025-04-25,2025-07-20,Incendio,Cerrado,46026.54,Automóvil,86
PAR-004271,POL-004271,OBJ-004271,PER-0033,CLI-04271,CLI-04271,2025-07-24,2025-09-26,Choque,Cerrado,31018.81,Automóvil,64
PAR-004272,POL-004272,OBJ-004272,PER-0040,CLI-04272,CLI-04272,2023-11-02,2023-11-05,Robo parcial,Cerrado,48458.89,Automóvil,3
PAR-004273,POL-004273,OBJ-004273,PER-0021,CLI-04273,CLI-04273,2025-10-22,2025-12-10,Robo parcial,Cerrado,90442.8,Automóvil,49
PAR-004274,POL-004274,OBJ-004274,PER-0039,CLI-04274,CLI-04274,2023-10-03,2023-10-11,Granizo,Cerrado,54780.55,Automóvil,8
PAR-004275,POL-004275,OBJ-004275,PER-0047,CLI-04275,CLI-04816,2023-07-05,2023-08-22,Robo parcial,Cerrado,52207.53,Automóvil,48
PAR-004276,POL-004276,OBJ-004276,PER-0040,CLI-04276,CLI-04276,2026-02-19,2026-03-19,Choque,Cerrado,19175.85,Automóvil,28
PAR-004277,POL-004277,OBJ-004277,PER-0046,CLI-04277,CLI-04277,2024-11-26,2025-02-20,Granizo,Cerrado,37185.03,Automóvil,86
PAR-004278,POL-004278,OBJ-004278,PER-0046,CLI-04278,CLI-02139,2024-03-31,2024-04-18,Robo parcial,Cerrado,1274.03,Automóvil,18
PAR-004279,POL-004279,OBJ-004279,PER-0043,CLI-04279,CLI-04279,2023-10-03,2023-10-15,Robo total,Cerrado,87571.54,Automóvil,12
PAR-004280,POL-004280,OBJ-004280,PER-0046,CLI-04280,CLI-04280,2025-01-25,2025-03-19,Choque,Cerrado,36479.04,Automóvil,53
PAR-004281,POL-004281,OBJ-004281,PER-0015,CLI-04281,CLI-04692,2023-06-05,2023-08-12,Incendio,Cerrado,45886.55,Automóvil,68
PAR-004282,POL-004282,OBJ-004282,PER-0023,CLI-04282,CLI-04282,2025-10-22,2026-01-05,Granizo,Cerrado,36347.85,Automóvil,75
PAR-004283,POL-004283,OBJ-004283,PER-0051,CLI-04283,CLI-04283,2025-12-21,2026-01-01,Choque,Cerrado,41221.0,Automóvil,11
PAR-004284,POL-004284,OBJ-004284,PER-0012,CLI-04284,CLI-04284,2025-12-21,2026-03-07,Incendio,Cerrado,26395.63,Automóvil,76
PAR-004285,POL-004285,OBJ-004285,PER-0034,CLI-04285,CLI-04285,2025-05-25,2025-08-06,Robo total,Cerrado,40112.22,Automóvil,73
PAR-004286,POL-004286,OBJ-004286,PER-0011,CLI-04286,CLI-04286,2025-01-25,2025-04-17,Responsabilidad civil,Cerrado,45528.58,Automóvil,82
PAR-004287,POL-004287,OBJ-004287,PER-0009,CLI-04287,CLI-04287,2025-12-21,2025-12-28,Granizo,Cerrado,40458.22,Automóvil,7
PAR-004288,POL-004288,OBJ-004288,PER-0024,CLI-04288,CLI-04288,2025-11-21,2026-01-06,Incendio,Cerrado,31211.22,Automóvil,46
PAR-004289,POL-004289,OBJ-004289,PER-0021,CLI-04289,CLI-02873,2025-10-22,2025-12-19,Incendio,Cerrado,38193.08,Automóvil,58
PAR-004290,POL-004290,OBJ-004290,PER-0014,CLI-04290,CLI-03734,2025-05-25,2025-06-22,Incendio,Cerrado,6213.61,Automóvil,28
PAR-004291,POL-004291,OBJ-004291,PER-0015,CLI-04291,CLI-02813,2025-06-24,2025-07-13,Responsabilidad civil,Cerrado,9741.84,Automóvil,19
PAR-004292,POL-004292,OBJ-004292,PER-0052,CLI-04292,CLI-04292,2024-09-27,2024-11-16,Choque,Cerrado,28853.42,Automóvil,50
PAR-004293,POL-004293,OBJ-004293,PER-0029,CLI-04293,CLI-04293,2024-09-27,2024-12-19,Choque,Cerrado,4371.09,Automóvil,83
PAR-004294,POL-004294,OBJ-004294,PER-0045,CLI-04294,CLI-04294,2024-10-27,2024-11-18,Incendio,Cerrado,48790.32,Automóvil,22
PAR-004295,POL-004295,OBJ-004295,PER-0056,CLI-04295,CLI-04295,2025-11-21,2025-12-12,Granizo,Cerrado,5528.24,Automóvil,21
PAR-004296,POL-004296,OBJ-004296,PER-0007,CLI-04296,CLI-05857,2024-12-26,2025-03-06,Responsabilidad civil,Cerrado,57123.27,Automóvil,70
PAR-004297,POL-004297,OBJ-004297,PER-0029,CLI-04297,CLI-02406,2023-12-02,2023-12-24,Granizo,Cerrado,74036.95,Automóvil,22
PAR-004298,POL-004298,OBJ-004298,PER-0032,CLI-04298,CLI-04298,2023-11-02,2023-12-30,Granizo,Cerrado,47277.36,Automóvil,58
PAR-004299,POL-004299,OBJ-004299,PER-0057,CLI-04299,CLI-04299,2024-12-26,2025-03-12,Robo parcial,Cerrado,140685.71,Automóvil,76
PAR-004300,POL-004300,OBJ-004300,PER-0055,CLI-04300,CLI-04300,2026-01-20,2026-02-28,Robo total,Cerrado,53219.74,Automóvil,39
PAR-004301,POL-004301,OBJ-004301,PER-0016,CLI-04301,CLI-04301,2023-08-04,2023-08-19,Incendio,Cerrado,19676.71,Automóvil,15
PAR-004302,POL-004302,OBJ-004302,PER-0042,CLI-04302,CLI-04302,2025-09-22,2025-12-13,Robo parcial,Cerrado,62841.79,Automóvil,82
PAR-004303,POL-004303,OBJ-004303,PER-0017,CLI-04303,CLI-04303,2025-11-21,2026-01-05,Robo total,Cerrado,23331.29,Automóvil,45
PAR-004304,POL-004304,OBJ-004304,PER-0053,CLI-04304,CLI-04304,2025-06-24,2025-09-21,Robo total,Cerrado,22618.88,Automóvil,89
PAR-004305,POL-004305,OBJ-004305,PER-0016,CLI-04305,CLI-04305,2025-07-24,2025-10-15,Robo parcial,Cerrado,20376.81,Automóvil,83
PAR-004306,POL-004306,OBJ-004306,PER-0013,CLI-04306,CLI-04306,2026-02-19,2026-05-15,Granizo,Cerrado,26861.04,Automóvil,85
PAR-004307,POL-004307,OBJ-004307,PER-0056,CLI-04307,CLI-04307,2026-03-21,2026-04-12,Choque,Cerrado,49963.93,Automóvil,22
PAR-004308,POL-004308,OBJ-004308,PER-0056,CLI-04308,CLI-04308,2025-10-22,2026-01-03,Robo total,Cerrado,37308.71,Automóvil,73
PAR-004309,POL-004309,OBJ-004309,PER-0050,CLI-04309,CLI-04309,2025-08-23,2025-10-18,Choque,Cerrado,62383.67,Automóvil,56
PAR-004310,POL-004310,OBJ-004310,PER-0033,CLI-04310,CLI-04310,2025-12-21,2026-02-02,Choque,Cerrado,32207.58,Automóvil,43
PAR-004311,POL-004311,OBJ-004311,PER-0035,CLI-04311,CLI-04311,2026-01-20,2026-03-27,Robo parcial,Cerrado,73462.8,Automóvil,66
PAR-004312,POL-004312,OBJ-004312,PER-0046,CLI-04312,CLI-04312,2025-04-25,2025-05-26,Choque,Cerrado,47471.84,Automóvil,31
PAR-004313,POL-004313,OBJ-004313,PER-0013,CLI-04313,CLI-04313,2026-01-20,2026-02-16,Granizo,Cerrado,9924.42,Automóvil,27
PAR-004314,POL-004314,OBJ-004314,PER-0047,CLI-04314,CLI-04314,2024-05-30,2024-07-18,Robo total,Cerrado,81147.62,Automóvil,49
PAR-004315,POL-004315,OBJ-004315,PER-0018,CLI-04315,CLI-04315,2026-03-21,2026-05-14,Responsabilidad civil,Cerrado,95849.32,Automóvil,54
PAR-004316,POL-004316,OBJ-004316,PER-0048,CLI-04316,CLI-04316,2025-08-23,2025-10-18,Incendio,Cerrado,28257.93,Automóvil,56
PAR-004317,POL-004317,OBJ-004317,PER-0044,CLI-04317,CLI-04317,2024-01-31,2024-03-01,Incendio,Cerrado,30590.16,Automóvil,30
PAR-004318,POL-004318,OBJ-004318,PER-0024,CLI-04318,CLI-04318,2025-06-24,2025-09-16,Choque,Cerrado,23828.48,Automóvil,84
PAR-004319,POL-004319,OBJ-004319,PER-0029,CLI-04319,CLI-04319,2026-02-19,2026-04-03,Choque,Cerrado,11124.31,Automóvil,43
PAR-004320,POL-004320,OBJ-004320,PER-0006,CLI-04320,CLI-04320,2024-05-30,2024-06-06,Robo parcial,Cerrado,106378.59,Automóvil,7
PAR-004321,POL-004321,OBJ-004321,PER-0009,CLI-04321,CLI-04321,2025-08-23,2025-09-23,Robo total,Cerrado,35294.64,Automóvil,31
PAR-004322,POL-004322,OBJ-004322,PER-0013,CLI-04322,CLI-04322,2024-03-31,2024-04-16,Responsabilidad civil,Cerrado,48277.62,Automóvil,16
PAR-004323,POL-004323,OBJ-004323,PER-0037,CLI-04323,CLI-08407,2025-12-21,2025-12-30,Choque,Cerrado,110359.94,Automóvil,9
PAR-004324,POL-004324,OBJ-004324,PER-0007,CLI-04324,CLI-04324,2024-01-01,2024-01-28,Robo total,Cerrado,18459.79,Automóvil,27
PAR-004325,POL-004325,OBJ-004325,PER-0040,CLI-04325,CLI-04325,2026-01-20,2026-03-17,Granizo,Cerrado,31862.21,Automóvil,56
PAR-004326,POL-004326,OBJ-004326,PER-0004,CLI-04326,CLI-04326,2025-08-23,2025-09-04,Choque,Cerrado,40889.58,Automóvil,12
PAR-004327,POL-004327,OBJ-004327,PER-0010,CLI-04327,CLI-04327,2025-07-24,2025-09-18,Robo total,Cerrado,36995.61,Automóvil,56
PAR-004328,POL-004328,OBJ-004328,PER-0024,CLI-04328,CLI-04328,2024-10-27,2025-01-18,Robo total,Cerrado,37109.5,Automóvil,83
PAR-004329,POL-004329,OBJ-004329,PER-0051,CLI-04329,CLI-04329,2024-09-27,2024-12-24,Robo total,Cerrado,38578.94,Automóvil,88
PAR-004330,POL-004330,OBJ-004330,PER-0052,CLI-04330,CLI-04330,2026-03-21,2026-04-26,Choque,Cerrado,52120.44,Automóvil,36
PAR-004331,POL-004331,OBJ-004331,PER-0015,CLI-04331,CLI-04331,2024-12-26,2025-03-09,Choque,Cerrado,96133.76,Automóvil,73
PAR-004332,POL-004332,OBJ-004332,PER-0024,CLI-04332,CLI-04332,2025-05-25,2025-07-18,Responsabilidad civil,Cerrado,118408.1,Automóvil,54
PAR-004333,POL-004333,OBJ-004333,PER-0055,CLI-04333,CLI-04333,2023-06-05,2023-08-12,Granizo,Cerrado,23973.26,Automóvil,68
PAR-004334,POL-004334,OBJ-004334,PER-0037,CLI-04334,CLI-04334,2024-06-29,2024-08-09,Incendio,Cerrado,68973.79,Automóvil,41
PAR-004335,POL-004335,OBJ-004335,PER-0012,CLI-04335,CLI-04335,2025-05-25,2025-08-23,Robo parcial,Cerrado,53471.16,Automóvil,90
PAR-004336,POL-004336,OBJ-004336,PER-0015,CLI-04336,CLI-00566,2025-04-25,2025-06-19,Incendio,Cerrado,18103.17,Automóvil,55
PAR-004337,POL-004337,OBJ-004337,PER-0011,CLI-04337,CLI-04337,2026-01-20,2026-03-19,Choque,Cerrado,31000.18,Automóvil,58
PAR-004338,POL-004338,OBJ-004338,PER-0024,CLI-04338,CLI-04338,2025-12-21,2026-01-11,Responsabilidad civil,Cerrado,46780.62,Automóvil,21
PAR-004339,POL-004339,OBJ-004339,PER-0060,CLI-04339,CLI-04339,2025-10-22,2025-11-08,Robo parcial,Cerrado,37577.37,Automóvil,17
PAR-004340,POL-004340,OBJ-004340,PER-0049,CLI-04340,CLI-04340,2024-08-28,2024-10-04,Incendio,Cerrado,68791.48,Automóvil,37
PAR-004341,POL-004341,OBJ-004341,PER-0004,CLI-04341,CLI-04341,2023-07-05,2023-09-03,Granizo,Cerrado,49565.72,Automóvil,60
PAR-004342,POL-004342,OBJ-004342,PER-0044,CLI-04342,CLI-04342,2024-09-27,2024-10-18,Choque,Cerrado,141702.41,Automóvil,21
PAR-004343,POL-004343,OBJ-004343,PER-0053,CLI-04343,CLI-03066,2024-07-29,2024-09-17,Granizo,Cerrado,174211.51,Automóvil,50
PAR-004344,POL-004344,OBJ-004344,PER-0057,CLI-04344,CLI-04344,2025-03-26,2025-04-22,Robo parcial,Cerrado,34142.4,Automóvil,27
PAR-004345,POL-004345,OBJ-004345,PER-0011,CLI-04345,CLI-04345,2025-07-24,2025-09-01,Robo parcial,Cerrado,46427.27,Automóvil,39
PAR-004346,POL-004346,OBJ-004346,PER-0047,CLI-04346,CLI-07583,2025-09-22,2025-10-02,Choque,Cerrado,68661.02,Automóvil,10
PAR-004347,POL-004347,OBJ-004347,PER-0015,CLI-04347,CLI-04347,2025-06-24,2025-08-19,Granizo,Cerrado,25726.38,Automóvil,56
PAR-004348,POL-004348,OBJ-004348,PER-0021,CLI-04348,CLI-04348,2024-12-26,2025-03-04,Incendio,Cerrado,44839.34,Automóvil,68
PAR-004349,POL-004349,OBJ-004349,PER-0033,CLI-04349,CLI-08476,2023-11-02,2024-01-12,Robo total,Cerrado,44374.1,Automóvil,71
PAR-004350,POL-004350,OBJ-004350,PER-0045,CLI-04350,CLI-00457,2024-03-31,2024-05-05,Responsabilidad civil,Cerrado,55798.35,Automóvil,35
PAR-004351,POL-004351,OBJ-004351,PER-0035,CLI-04351,CLI-04351,2024-03-01,2024-03-21,Robo parcial,Cerrado,151806.63,Automóvil,20
PAR-004352,POL-004352,OBJ-004352,PER-0048,CLI-04352,CLI-04352,2023-10-03,2023-11-04,Robo total,Cerrado,1893.97,Automóvil,32
PAR-004353,POL-004353,OBJ-004353,PER-0026,CLI-04353,CLI-06373,2024-01-01,2024-02-28,Choque,Cerrado,22637.71,Automóvil,58
PAR-004354,POL-004354,OBJ-004354,PER-0030,CLI-04354,CLI-04354,2025-08-23,2025-10-23,Granizo,Cerrado,29498.35,Automóvil,61
PAR-004355,POL-004355,OBJ-004355,PER-0042,CLI-04355,CLI-04355,2025-12-21,2026-03-07,Granizo,Cerrado,1824.12,Automóvil,76
PAR-004356,POL-004356,OBJ-004356,PER-0021,CLI-04356,CLI-04356,2024-01-31,2024-04-05,Granizo,Cerrado,3524.34,Automóvil,65
PAR-004357,POL-004357,OBJ-004357,PER-0041,CLI-04357,CLI-04357,2025-09-22,2025-11-12,Robo parcial,Cerrado,18429.13,Automóvil,51
PAR-004358,POL-004358,OBJ-004358,PER-0036,CLI-04358,CLI-07687,2024-09-27,2024-11-11,Responsabilidad civil,Cerrado,6436.71,Automóvil,45
PAR-004359,POL-004359,OBJ-004359,PER-0037,CLI-04359,CLI-04359,2026-01-20,2026-01-31,Robo total,Cerrado,24803.91,Automóvil,11
PAR-004360,POL-004360,OBJ-004360,PER-0059,CLI-04360,CLI-04360,2024-11-26,2024-12-30,Robo parcial,Cerrado,55047.93,Automóvil,34
PAR-004361,POL-004361,OBJ-004361,PER-0009,CLI-04361,CLI-04361,2023-11-02,2024-01-09,Robo parcial,Cerrado,74376.58,Automóvil,68
