id_evaluacion,id_parte,id_perito,fecha_visita,monto_estimado_dano,dictamen,requiere_reinspeccion
EVA-006123,PAR-006123,PER-0004,2024-06-07,20352.41,Daños totales. Se recomienda indemnización completa.,False
EVA-006124,PAR-006124,PER-0033,2024-06-09,41520.77,Se verificaron daños parciales en el bien asegurado.,True
EVA-006125,PAR-006125,PER-0036,2025-01-04,32914.7,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006126,PAR-006126,PER-0034,2025-06-04,1577.11,No se pudieron constatar los daños declarados.,False
EVA-006127,PAR-006127,PER-0054,2025-08-02,18046.83,Daños totales. Se recomienda indemnización completa.,False
EVA-006128,PAR-006128,PER-0028,2024-05-05,42805.9,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006129,PAR-006129,PER-0008,2026-02-23,69218.22,Se verificaron daños parciales en el bien asegurado.,False
EVA-006130,PAR-006130,PER-0002,2024-07-07,24269.13,Daños totales. Se recomienda indemnización completa.,False
EVA-006131,PAR-006131,PER-0041,2024-05-03,98978.23,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006132,PAR-006132,PER-0019,2025-06-25,30779.91,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006133,PAR-006133,PER-0049,2026-03-26,33594.89,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006134,PAR-006134,PER-0037,2024-06-30,52178.96,Se verificaron daños parciales en el bien asegurado.,True
EVA-006135,PAR-006135,PER-0026,2025-07-04,42181.82,No se pudieron constatar los daños declarados.,False
EVA-006136,PAR-006136,PER-0041,2026-02-26,28359.18,Daños totales. Se recomienda indemnización completa.,False
EVA-006137,PAR-006137,PER-0017,2024-08-07,38721.07,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006138,PAR-006138,PER-0055,2025-11-28,46692.98,Daños totales. Se recomienda indemnización completa.,False
EVA-006139,PAR-006139,PER-0027,2026-01-26,26290.55,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006140,PAR-006140,PER-0038,2026-02-26,7890.28,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006141,PAR-006141,PER-0024,2025-10-26,85308.92,Se verificaron daños parciales en el bien asegurado.,True
EVA-006142,PAR-006142,PER-0024,2025-06-25,45587.65,Daños constatados consistentes con lo declarado.,False
EVA-006143,PAR-006143,PER-0006,2025-11-22,26566.14,Se verificaron daños parciales en el bien asegurado.,False
EVA-006144,PAR-006144,PER-0010,2025-12-30,39177.37,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-006145,PAR-006145,PER-0014,2023-06-08,51527.72,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006146,PAR-006146,PER-0029,2024-08-30,21746.93,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006147,PAR-006147,PER-0010,2025-04-30,46784.53,Daños totales. Se recomienda indemnización completa.,False
EVA-006148,PAR-006148,PER-0036,2025-11-25,48796.06,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006149,PAR-006149,PER-0021,2025-06-01,3453.33,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006150,PAR-006150,PER-0045,2025-10-28,24421.86,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006151,PAR-006151,PER-0024,2026-01-26,50885.26,Se verificaron daños parciales en el bien asegurado.,False
EVA-006152,PAR-006152,PER-0041,2025-03-06,42696.14,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006153,PAR-006153,PER-0003,2024-09-04,39308.62,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006154,PAR-006154,PER-0057,2025-12-31,49143.45,Se verificaron daños parciales en el bien asegurado.,True
EVA-006155,PAR-006155,PER-0053,2026-03-24,33868.28,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006156,PAR-006156,PER-0043,2026-02-21,62007.51,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006157,PAR-006157,PER-0029,2024-12-03,30678.81,Daños totales. Se recomienda indemnización completa.,True
EVA-006158,PAR-006158,PER-0040,2024-12-28,20462.87,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006159,PAR-006159,PER-0045,2024-11-02,38801.79,No se pudieron constatar los daños declarados.,False
EVA-006160,PAR-006160,PER-0016,2023-07-07,105.48,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006161,PAR-006161,PER-0003,2026-02-27,13214.8,Daños constatados consistentes con lo declarado.,False
EVA-006162,PAR-006162,PER-0045,2023-10-11,24029.93,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006163,PAR-006163,PER-0008,2025-04-28,41765.16,No se pudieron constatar los daños declarados.,True
EVA-006164,PAR-006164,PER-0003,2026-01-26,21114.6,Se verificaron daños parciales en el bien asegurado.,False
EVA-006165,PAR-006165,PER-0023,2025-06-02,23073.99,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006166,PAR-006166,PER-0015,2025-02-03,36833.96,Daños totales. Se recomienda indemnización completa.,False
EVA-006167,PAR-006167,PER-0039,2025-02-04,35115.84,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006168,PAR-006168,PER-0006,2025-08-25,42849.35,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-006169,PAR-006169,PER-0006,2024-03-02,9006.82,Daños constatados consistentes con lo declarado.,False
EVA-006170,PAR-006170,PER-0052,2024-09-02,41047.69,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006171,PAR-006171,PER-0032,2024-08-03,52770.11,No se pudieron constatar los daños declarados.,False
EVA-006172,PAR-006172,PER-0001,2025-04-30,26820.4,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006173,PAR-006173,PER-0011,2023-10-12,32404.54,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006174,PAR-006174,PER-0060,2026-03-28,38320.96,Daños constatados consistentes con lo declarado.,False
EVA-006175,PAR-006175,PER-0009,2023-07-10,14901.41,Se verificaron daños parciales en el bien asegurado.,False
EVA-006176,PAR-006176,PER-0046,2025-06-25,127506.99,Daños totales. Se recomienda indemnización completa.,False
EVA-006177,PAR-006177,PER-0042,2025-01-05,20438.45,Daños totales. Se recomienda indemnización completa.,False
EVA-006178,PAR-006178,PER-0003,2024-02-10,139004.99,Daños constatados consistentes con lo declarado.,False
EVA-006179,PAR-006179,PER-0035,2023-07-14,18384.29,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006180,PAR-006180,PER-0004,2025-08-03,26547.92,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006181,PAR-006181,PER-0006,2024-02-01,29181.63,Se verificaron daños parciales en el bien asegurado.,False
EVA-006182,PAR-006182,PER-0035,2025-10-31,7198.53,Daños totales. Se recomienda indemnización completa.,False
EVA-006183,PAR-006183,PER-0003,2023-07-06,96339.86,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-006184,PAR-006184,PER-0013,2025-11-28,12923.33,Daños totales. Se recomienda indemnización completa.,False
EVA-006185,PAR-006185,PER-0027,2026-03-25,6655.98,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006186,PAR-006186,PER-0032,2024-03-02,20135.04,Se verificaron daños parciales en el bien asegurado.,False
EVA-006187,PAR-006187,PER-0029,2024-02-08,2186.47,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006188,PAR-006188,PER-0043,2024-04-04,18717.57,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-006189,PAR-006189,PER-0053,2024-08-01,25845.9,Se verificaron daños parciales en el bien asegurado.,False
EVA-006190,PAR-006190,PER-0001,2025-05-27,9984.94,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006191,PAR-006191,PER-0058,2025-12-01,35272.98,Se verificaron daños parciales en el bien asegurado.,False
EVA-006192,PAR-006192,PER-0042,2023-08-14,10092.7,No se pudieron constatar los daños declarados.,False
EVA-006193,PAR-006193,PER-0018,2025-04-26,7763.56,Daños totales. Se recomienda indemnización completa.,False
EVA-006194,PAR-006194,PER-0055,2026-03-22,61496.07,Se verificaron daños parciales en el bien asegurado.,False
EVA-006195,PAR-006195,PER-0024,2026-03-24,11256.04,No se pudieron constatar los daños declarados.,False
EVA-006196,PAR-006196,PER-0025,2025-01-01,22540.81,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-006197,PAR-006197,PER-0048,2024-08-05,27934.22,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006198,PAR-006198,PER-0025,2024-07-08,29566.82,Daños totales. Se recomienda indemnización completa.,False
EVA-006199,PAR-006199,PER-0003,2025-05-30,79877.8,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006200,PAR-006200,PER-0042,2025-02-25,13252.13,Se verificaron daños parciales en el bien asegurado.,False
EVA-006201,PAR-006201,PER-0049,2023-10-06,56931.25,Se verificaron daños parciales en el bien asegurado.,True
EVA-006202,PAR-006202,PER-0006,2025-06-01,30217.85,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006203,PAR-006203,PER-0060,2024-12-03,52436.65,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006204,PAR-006204,PER-0053,2025-09-30,39283.21,Daños totales. Se recomienda indemnización completa.,True
EVA-006205,PAR-006205,PER-0043,2024-05-05,11382.07,Daños constatados consistentes con lo declarado.,False
EVA-006206,PAR-006206,PER-0040,2026-02-23,319.63,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006207,PAR-006207,PER-0017,2026-01-30,34809.87,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006208,PAR-006208,PER-0031,2025-08-31,1146.12,Daños totales. Se recomienda indemnización completa.,False
EVA-006209,PAR-006209,PER-0037,2023-12-03,53763.73,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006210,PAR-006210,PER-0060,2023-10-10,62029.35,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006211,PAR-006211,PER-0051,2025-06-27,33167.82,Daños totales. Se recomienda indemnización completa.,False
EVA-006212,PAR-006212,PER-0002,2025-10-01,18351.3,Daños totales. Se recomienda indemnización completa.,False
EVA-006213,PAR-006213,PER-0001,2024-04-01,52491.83,No se pudieron constatar los daños declarados.,False
EVA-006214,PAR-006214,PER-0019,2026-02-28,3187.47,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006215,PAR-006215,PER-0045,2025-07-27,22047.66,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006216,PAR-006216,PER-0035,2025-01-04,27959.96,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006217,PAR-006217,PER-0059,2024-08-05,31828.16,Daños constatados consistentes con lo declarado.,False
EVA-006218,PAR-006218,PER-0043,2025-05-27,40416.09,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006219,PAR-006219,PER-0057,2024-03-08,3846.68,Daños constatados consistentes con lo declarado.,False
EVA-006220,PAR-006220,PER-0055,2025-06-29,23731.2,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006221,PAR-006221,PER-0045,2024-06-06,41685.2,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006222,PAR-006222,PER-0023,2025-01-04,37637.73,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-006223,PAR-006223,PER-0013,2024-08-02,40641.57,Daños constatados consistentes con lo declarado.,True
EVA-006224,PAR-006224,PER-0048,2025-05-29,23361.19,Se verificaron daños parciales en el bien asegurado.,False
EVA-006225,PAR-006225,PER-0059,2026-03-27,33579.39,Daños totales. Se recomienda indemnización completa.,True
EVA-006226,PAR-006226,PER-0053,2025-05-26,4445.86,Daños totales. Se recomienda indemnización completa.,False
EVA-006227,PAR-006227,PER-0025,2025-09-28,67973.36,Daños constatados consistentes con lo declarado.,False
EVA-006228,PAR-006228,PER-0006,2026-03-31,51377.93,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006229,PAR-006229,PER-0011,2025-03-28,28992.85,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006230,PAR-006230,PER-0019,2025-12-22,38633.17,Daños totales. Se recomienda indemnización completa.,False
EVA-006231,PAR-006231,PER-0052,2024-08-07,60503.7,Daños constatados consistentes con lo declarado.,True
EVA-006232,PAR-006232,PER-0040,2025-07-02,474.91,Daños constatados consistentes con lo declarado.,False
EVA-006233,PAR-006233,PER-0044,2025-12-27,66984.78,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006234,PAR-006234,PER-0003,2024-07-02,42524.96,No se pudieron constatar los daños declarados.,False
EVA-006235,PAR-006235,PER-0036,2025-09-28,120403.19,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006236,PAR-006236,PER-0002,2023-06-12,28406.04,Daños totales. Se recomienda indemnización completa.,False
EVA-006237,PAR-006237,PER-0041,2025-04-05,48794.55,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006238,PAR-006238,PER-0044,2025-11-28,26055.31,No se pudieron constatar los daños declarados.,False
EVA-006239,PAR-006239,PER-0002,2025-02-04,98471.3,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006240,PAR-006240,PER-0012,2023-09-05,98700.75,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006241,PAR-006241,PER-0040,2025-04-27,35156.54,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006242,PAR-006242,PER-0003,2025-02-27,54122.78,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006243,PAR-006243,PER-0047,2023-11-08,41012.41,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006244,PAR-006244,PER-0004,2023-10-10,17894.9,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006245,PAR-006245,PER-0052,2025-04-03,7060.96,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006246,PAR-006246,PER-0043,2025-02-26,62452.57,Daños constatados consistentes con lo declarado.,False
EVA-006247,PAR-006247,PER-0030,2024-09-28,948.07,Se verificaron daños parciales en el bien asegurado.,True
EVA-006248,PAR-006248,PER-0058,2025-10-27,39495.83,No se pudieron constatar los daños declarados.,False
EVA-006249,PAR-006249,PER-0027,2025-08-26,20120.59,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006250,PAR-006250,PER-0019,2025-12-22,89364.87,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006251,PAR-006251,PER-0028,2024-08-01,19431.43,No se pudieron constatar los daños declarados.,False
EVA-006252,PAR-006252,PER-0001,2025-12-29,12819.3,Daños totales. Se recomienda indemnización completa.,False
EVA-006253,PAR-006253,PER-0019,2025-06-04,81480.83,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006254,PAR-006254,PER-0033,2025-12-25,28012.22,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-006255,PAR-006255,PER-0058,2024-07-08,98721.96,Daños constatados consistentes con lo declarado.,False
EVA-006256,PAR-006256,PER-0017,2024-08-05,3745.92,Daños constatados consistentes con lo declarado.,False
EVA-006257,PAR-006257,PER-0018,2024-08-08,5744.95,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006258,PAR-006258,PER-0009,2025-05-28,1320.04,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-006259,PAR-006259,PER-0029,2026-03-27,10627.13,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-006260,PAR-006260,PER-0059,2025-08-24,27167.07,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006261,PAR-006261,PER-0010,2025-03-30,41101.36,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006262,PAR-006262,PER-0040,2024-04-09,8633.7,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006263,PAR-006263,PER-0029,2025-01-30,162237.07,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006264,PAR-006264,PER-0018,2025-11-24,24433.02,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006265,PAR-006265,PER-0001,2025-08-24,19174.17,No se pudieron constatar los daños declarados.,False
EVA-006266,PAR-006266,PER-0058,2024-12-06,44737.54,Se verificaron daños parciales en el bien asegurado.,False
EVA-006267,PAR-006267,PER-0031,2024-09-30,22611.91,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006268,PAR-006268,PER-0051,2023-06-13,29581.2,Daños constatados consistentes con lo declarado.,False
EVA-006269,PAR-006269,PER-0056,2023-11-06,4717.92,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006270,PAR-006270,PER-0042,2025-04-03,25234.64,Daños totales. Se recomienda indemnización completa.,True
EVA-006271,PAR-006271,PER-0013,2025-12-29,3748.26,No se pudieron constatar los daños declarados.,False
EVA-006272,PAR-006272,PER-0037,2025-07-28,57778.02,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006273,PAR-006273,PER-0038,2024-08-08,32244.75,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-006274,PAR-006274,PER-0011,2025-10-01,2544.96,Daños totales. Se recomienda indemnización completa.,False
EVA-006275,PAR-006275,PER-0035,2024-06-06,22472.4,Daños totales. Se recomienda indemnización completa.,False
EVA-006276,PAR-006276,PER-0040,2024-02-06,49025.22,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006277,PAR-006277,PER-0008,2025-06-01,27821.26,Daños constatados consistentes con lo declarado.,False
EVA-006278,PAR-006278,PER-0041,2024-09-03,24045.39,Se verificaron daños parciales en el bien asegurado.,False
EVA-006279,PAR-006279,PER-0052,2024-11-03,38983.09,Daños constatados consistentes con lo declarado.,False
EVA-006280,PAR-006280,PER-0025,2023-11-05,24664.37,No se pudieron constatar los daños declarados.,False
EVA-006281,PAR-006281,PER-0060,2025-04-30,74772.89,Daños totales. Se recomienda indemnización completa.,False
EVA-006282,PAR-006282,PER-0033,2024-05-10,121210.46,No se pudieron constatar los daños declarados.,False
EVA-006283,PAR-006283,PER-0012,2025-05-30,34068.32,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006284,PAR-006284,PER-0011,2024-01-06,29145.74,Daños constatados consistentes con lo declarado.,False
EVA-006285,PAR-006285,PER-0029,2025-09-01,33040.41,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006286,PAR-006286,PER-0027,2025-08-29,12104.13,Daños totales. Se recomienda indemnización completa.,False
EVA-006287,PAR-006287,PER-0050,2025-12-29,85741.43,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006288,PAR-006288,PER-0009,2025-11-01,50362.81,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006289,PAR-006289,PER-0027,2023-07-07,1127.87,Daños totales. Se recomienda indemnización completa.,False
EVA-006290,PAR-006290,PER-0017,2026-01-30,68841.21,Daños constatados consistentes con lo declarado.,True
EVA-006291,PAR-006291,PER-0015,2024-01-04,92974.29,Se verificaron daños parciales en el bien asegurado.,False
EVA-006292,PAR-006292,PER-0037,2025-03-01,88488.11,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006293,PAR-006293,PER-0056,2025-04-02,62621.41,No se pudieron constatar los daños declarados.,True
EVA-006294,PAR-006294,PER-0015,2025-06-01,2758.2,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006295,PAR-006295,PER-0045,2023-12-03,40161.12,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006296,PAR-006296,PER-0048,2025-10-02,53055.77,No se pudieron constatar los daños declarados.,False
EVA-006297,PAR-006297,PER-0017,2023-09-06,67585.53,Daños totales. Se recomienda indemnización completa.,False
EVA-006298,PAR-006298,PER-0060,2025-06-29,19895.12,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006299,PAR-006299,PER-0012,2025-09-28,2703.9,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006300,PAR-006300,PER-0025,2025-10-23,4183.68,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006301,PAR-006301,PER-0045,2025-07-29,40693.39,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006302,PAR-006302,PER-0002,2024-05-07,35592.91,No se pudieron constatar los daños declarados.,True
EVA-006303,PAR-006303,PER-0039,2024-04-07,8086.68,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006304,PAR-006304,PER-0001,2025-07-04,32647.81,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006305,PAR-006305,PER-0039,2023-12-04,26658.03,Daños constatados consistentes con lo declarado.,False
EVA-006306,PAR-006306,PER-0058,2025-02-04,35085.94,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006307,PAR-006307,PER-0047,2025-10-23,36987.38,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006308,PAR-006308,PER-0060,2024-02-09,47124.76,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006309,PAR-006309,PER-0008,2026-01-26,29660.82,Daños constatados consistentes con lo declarado.,False
EVA-006310,PAR-006310,PER-0002,2025-05-01,39305.92,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006311,PAR-006311,PER-0035,2024-10-03,37502.52,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006312,PAR-006312,PER-0008,2024-02-09,1450.8,Se verificaron daños parciales en el bien asegurado.,False
EVA-006313,PAR-006313,PER-0059,2024-04-01,41742.74,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006314,PAR-006314,PER-0005,2023-09-05,22644.93,Se verificaron daños parciales en el bien asegurado.,False
EVA-006315,PAR-006315,PER-0004,2024-09-30,30356.0,No se pudieron constatar los daños declarados.,False
EVA-006316,PAR-006316,PER-0037,2025-03-27,81113.61,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006317,PAR-006317,PER-0032,2025-01-26,35724.32,Se verificaron daños parciales en el bien asegurado.,False
EVA-006318,PAR-006318,PER-0008,2024-02-09,30067.87,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-006319,PAR-006319,PER-0003,2025-06-26,2557.34,No se pudieron constatar los daños declarados.,False
EVA-006320,PAR-006320,PER-0037,2024-04-06,28181.26,Se verificaron daños parciales en el bien asegurado.,False
EVA-006321,PAR-006321,PER-0043,2025-01-26,33324.0,No se pudieron constatar los daños declarados.,True
EVA-006322,PAR-006322,PER-0011,2023-12-05,29819.11,Daños constatados consistentes con lo declarado.,False
EVA-006323,PAR-006323,PER-0041,2025-08-03,34421.06,Daños constatados consistentes con lo declarado.,False
EVA-006324,PAR-006324,PER-0037,2023-08-11,82684.58,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006325,PAR-006325,PER-0009,2024-11-27,10501.92,Daños constatados consistentes con lo declarado.,False
EVA-006326,PAR-006326,PER-0021,2026-01-23,27956.16,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006327,PAR-006327,PER-0032,2025-10-23,13145.24,No se pudieron constatar los daños declarados.,True
EVA-006328,PAR-006328,PER-0002,2025-02-04,105627.62,No se pudieron constatar los daños declarados.,False
EVA-006329,PAR-006329,PER-0033,2025-03-27,40432.55,No se pudieron constatar los daños declarados.,False
EVA-006330,PAR-006330,PER-0002,2024-09-04,44999.45,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006331,PAR-006331,PER-0046,2024-03-04,40633.38,Daños totales. Se recomienda indemnización completa.,False
EVA-006332,PAR-006332,PER-0008,2023-06-07,10346.2,Daños totales. Se recomienda indemnización completa.,False
EVA-006333,PAR-006333,PER-0039,2025-10-27,51371.25,Daños constatados consistentes con lo declarado.,True
EVA-006334,PAR-006334,PER-0049,2025-10-28,37729.17,Daños totales. Se recomienda indemnización completa.,False
EVA-006335,PAR-006335,PER-0037,2025-01-03,11303.13,Daños constatados consistentes con lo declarado.,False
EVA-006336,PAR-006336,PER-0012,2025-04-28,54610.85,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006337,PAR-006337,PER-0051,2024-10-07,18469.0,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006338,PAR-006338,PER-0033,2025-10-24,27943.12,Daños constatados consistentes con lo declarado.,False
EVA-006339,PAR-006339,PER-0034,2025-10-24,34253.48,Daños constatados consistentes con lo declarado.,False
EVA-006340,PAR-006340,PER-0051,2024-07-05,27157.01,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-006341,PAR-006341,PER-0012,2025-10-24,64325.04,Se verificaron daños parciales en el bien asegurado.,False
EVA-006342,PAR-006342,PER-0034,2023-07-06,32275.85,Se verificaron daños parciales en el bien asegurado.,False
EVA-006343,PAR-006343,PER-0036,2024-10-30,5593.02,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006344,PAR-006344,PER-0051,2025-06-28,33598.36,No se pudieron constatar los daños declarados.,False
EVA-006345,PAR-006345,PER-0001,2024-05-05,9623.63,No se pudieron constatar los daños declarados.,True
EVA-006346,PAR-006346,PER-0015,2025-10-30,56204.1,Daños constatados consistentes con lo declarado.,False
EVA-006347,PAR-006347,PER-0009,2024-06-08,41876.69,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006348,PAR-006348,PER-0050,2024-12-03,5321.6,Daños constatados consistentes con lo declarado.,False
EVA-006349,PAR-006349,PER-0022,2025-01-03,4435.59,Se verificaron daños parciales en el bien asegurado.,False
EVA-006350,PAR-006350,PER-0057,2024-05-10,16558.81,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006351,PAR-006351,PER-0045,2024-07-30,42866.48,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006352,PAR-006352,PER-0042,2024-06-02,45426.36,Se verificaron daños parciales en el bien asegurado.,False
EVA-006353,PAR-006353,PER-0030,2026-01-21,3143.11,No se pudieron constatar los daños declarados.,False
EVA-006354,PAR-006354,PER-0049,2026-02-21,24446.97,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006355,PAR-006355,PER-0053,2025-08-02,13177.31,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006356,PAR-006356,PER-0046,2023-12-06,29397.53,No se pudieron constatar los daños declarados.,False
EVA-006357,PAR-006357,PER-0014,2025-02-01,31706.42,Se verificaron daños parciales en el bien asegurado.,False
EVA-006358,PAR-006358,PER-0052,2025-07-01,38795.07,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006359,PAR-006359,PER-0026,2025-11-23,3009.52,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006360,PAR-006360,PER-0021,2026-02-25,32177.71,No se pudieron constatar los daños declarados.,False
EVA-006361,PAR-006361,PER-0004,2024-10-01,46130.84,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-006362,PAR-006362,PER-0007,2024-11-30,12708.09,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-006363,PAR-006363,PER-0054,2025-03-05,40371.98,Se verificaron daños parciales en el bien asegurado.,False
EVA-006364,PAR-006364,PER-0002,2025-05-01,49052.28,Daños constatados consistentes con lo declarado.,True
EVA-006365,PAR-006365,PER-0022,2026-03-26,48356.84,Se verificaron daños parciales en el bien asegurado.,False
EVA-006366,PAR-006366,PER-0040,2025-11-22,35258.24,Daños totales. Se recomienda indemnización completa.,False
EVA-006367,PAR-006367,PER-0021,2025-04-01,27811.92,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-006368,PAR-006368,PER-0041,2024-09-05,27081.63,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-006369,PAR-006369,PER-0002,2024-08-04,60651.75,Daños constatados consistentes con lo declarado.,False
