id_pago,id_parte,id_receptor,monto_pagado,fecha_pago,metodo_pago,cuota,total_cuotas
PAG-0006880,PAR-004971,CLI-04971,6613.06,2025-06-04,Transferencia,1,1
PAG-0006881,PAR-004972,CLI-04972,58395.89,2024-03-25,Cheque,1,1
PAG-0006882,PAR-004973,CLI-04973,21929.14,2025-12-27,Transferencia,1,1
PAG-0006883,PAR-004974,CLI-04974,23419.0,2025-10-24,Débito automático,1,2
PAG-0006884,PAR-004974,CLI-04974,23730.49,2025-10-31,Cheque,2,2
PAG-0006885,PAR-004975,CLI-04975,3214.1,2024-07-31,Transferencia,1,2
PAG-0006886,PAR-004975,CLI-04975,3065.7,2024-08-07,Transferencia,2,2
PAG-0006887,PAR-004976,CLI-04976,13346.95,2026-03-22,Cheque,1,1
PAG-0006888,PAR-004977,CLI-04977,14707.15,2023-08-18,Transferencia,1,2
PAG-0006889,PAR-004977,CLI-04977,15432.8,2023-08-25,Transferencia,2,2
PAG-0006890,PAR-004978,CLI-04978,38983.36,2025-10-29,Cheque,1,1
PAG-0006891,PAR-004979,CLI-04979,23744.12,2025-05-09,Débito automático,1,2
PAG-0006892,PAR-004979,CLI-04979,22025.07,2025-05-16,Débito automático,2,2
PAG-0006893,PAR-004980,CLI-04980,41632.27,2025-06-21,Débito automático,1,1
PAG-0006894,PAR-004981,CLI-04981,43712.99,2023-12-14,Cheque,1,1
PAG-0006895,PAR-004982,CLI-04982,24388.98,2025-12-20,Cheque,1,1
PAG-0006896,PAR-004983,CLI-04983,15191.72,2025-06-01,Cheque,1,2
PAG-0006897,PAR-004983,CLI-04983,15993.93,2025-06-08,Cheque,2,2
PAG-0006898,PAR-004984,CLI-04984,22727.28,2023-11-11,Cheque,1,2
PAG-0006899,PAR-004984,CLI-04984,22362.25,2023-11-18,Cheque,2,2
PAG-0006900,PAR-004985,CLI-04985,4231.12,2025-10-08,Débito automático,1,3
PAG-0006901,PAR-004985,CLI-04985,4115.44,2025-10-15,Cheque,2,3
PAG-0006902,PAR-004985,CLI-04985,3957.84,2025-10-22,Débito automático,3,3
PAG-0006903,PAR-004986,CLI-04986,50610.81,2025-10-12,Transferencia,1,1
PAG-0006904,PAR-004987,CLI-04987,64340.82,2024-12-13,Cheque,1,1
PAG-0006905,PAR-004988,CLI-04988,43145.29,2025-07-25,Débito automático,1,1
PAG-0006906,PAR-004989,CLI-04989,31687.78,2026-02-10,Transferencia,1,1
PAG-0006907,PAR-004990,CLI-04990,29464.11,2026-04-23,Transferencia,1,1
PAG-0006908,PAR-004991,CLI-04991,60344.8,2024-06-29,Débito automático,1,1
PAG-0006909,PAR-004992,CLI-05049,23432.0,2025-12-17,Cheque,1,1
PAG-0006910,PAR-004993,CLI-04993,14687.4,2026-04-26,Débito automático,1,2
PAG-0006911,PAR-004993,CLI-04993,13816.89,2026-05-03,Cheque,2,2
PAG-0006912,PAR-004994,CLI-04994,35033.48,2024-12-08,Transferencia,1,1
PAG-0006913,PAR-004995,CLI-04995,26072.94,2025-09-23,Transferencia,1,1
PAG-0006914,PAR-004996,CLI-04996,2515.0,2025-08-24,Transferencia,1,1
PAG-0006915,PAR-004997,CLI-04997,94264.74,2025-11-19,Débito automático,1,1
PAG-0006916,PAR-004998,CLI-04998,25501.39,2025-09-10,Transferencia,1,1
PAG-0006917,PAR-004999,CLI-04999,35777.12,2026-05-31,Transferencia,1,1
PAG-0006918,PAR-005000,CLI-05000,990.35,2026-05-13,Débito automático,1,3
PAG-0006919,PAR-005000,CLI-05000,1016.16,2026-05-20,Transferencia,2,3
PAG-0006920,PAR-005000,CLI-05000,958.83,2026-05-27,Débito automático,3,3
PAG-0006921,PAR-005001,CLI-05001,8701.05,2025-06-19,Transferencia,1,2
PAG-0006922,PAR-005001,CLI-05001,9000.64,2025-06-26,Débito automático,2,2
PAG-0006923,PAR-005002,CLI-05002,81007.99,2024-01-03,Débito automático,1,1
PAG-0006924,PAR-005003,CLI-05003,49671.74,2025-11-08,Débito automático,1,1
PAG-0006925,PAR-005004,CLI-05004,90.94,2024-07-05,Cheque,1,2
PAG-0006926,PAR-005004,CLI-05004,85.12,2024-07-12,Cheque,2,2
PAG-0006927,PAR-005005,CLI-05005,30518.48,2024-11-19,Cheque,1,1
PAG-0006928,PAR-005006,CLI-05006,3056.22,2025-06-16,Débito automático,1,1
PAG-0006929,PAR-005007,CLI-05007,7748.6,2026-02-08,Transferencia,1,1
PAG-0006930,PAR-005008,CLI-05008,3419.65,2025-01-12,Débito automático,1,1
PAG-0006931,PAR-005009,CLI-05009,28976.34,2026-03-14,Débito automático,1,1
PAG-0006932,PAR-005010,CLI-05010,8303.8,2024-11-15,Cheque,1,1
PAG-0006933,PAR-005011,CLI-05011,61635.47,2024-07-18,Cheque,1,1
PAG-0006934,PAR-005012,CLI-05012,32126.04,2025-08-19,Transferencia,1,1
PAG-0006935,PAR-005013,CLI-05013,13007.03,2025-02-09,Débito automático,1,1
PAG-0006936,PAR-005014,CLI-05014,33485.23,2026-03-20,Cheque,1,1
PAG-0006937,PAR-005015,CLI-05015,65179.24,2024-04-08,Débito automático,1,1
PAG-0006938,PAR-005016,CLI-05016,9741.85,2026-03-17,Débito automático,1,1
PAG-0006939,PAR-005017,CLI-05017,19042.46,2026-01-30,Transferencia,1,2
PAG-0006940,PAR-005017,CLI-05017,17706.27,2026-02-06,Transferencia,2,2
PAG-0006941,PAR-005018,CLI-00027,11605.86,2026-01-28,Transferencia,1,3
PAG-0006942,PAR-005018,CLI-00027,12094.85,2026-02-04,Débito automático,2,3
PAG-0006943,PAR-005018,CLI-00027,11908.41,2026-02-11,Débito automático,3,3
PAG-0006944,PAR-005019,CLI-05019,47331.17,2026-02-20,Transferencia,1,1
PAG-0006945,PAR-005020,CLI-05020,40865.92,2023-09-19,Cheque,1,1
PAG-0006946,PAR-005021,CLI-05021,26677.87,2025-01-25,Transferencia,1,1
PAG-0006947,PAR-005022,CLI-05022,27652.85,2026-04-03,Débito automático,1,1
PAG-0006948,PAR-005023,CLI-05023,14937.57,2026-03-11,Cheque,1,2
PAG-0006949,PAR-005023,CLI-05023,15866.89,2026-03-18,Débito automático,2,2
PAG-0006950,PAR-005024,CLI-05024,40266.44,2024-12-17,Débito automático,1,1
PAG-0006951,PAR-005025,CLI-05025,21549.49,2024-11-20,Transferencia,1,3
PAG-0006952,PAR-005025,CLI-05025,22026.37,2024-11-27,Débito automático,2,3
PAG-0006953,PAR-005025,CLI-05025,23077.7,2024-12-04,Débito automático,3,3
PAG-0006954,PAR-005026,CLI-05026,34059.41,2025-03-14,Cheque,1,1
PAG-0006955,PAR-005027,CLI-05027,28732.32,2026-06-24,Cheque,1,1
PAG-0006956,PAR-005028,CLI-05028,47384.28,2025-02-06,Cheque,1,1
PAG-0006957,PAR-005029,CLI-05029,91685.93,2026-03-24,Débito automático,1,1
PAG-0006958,PAR-005030,CLI-08050,21753.65,2026-05-23,Débito automático,1,3
PAG-0006959,PAR-005030,CLI-08050,21453.75,2026-05-30,Transferencia,2,3
PAG-0006960,PAR-005030,CLI-08050,20304.88,2026-06-06,Débito automático,3,3
PAG-0006961,PAR-005031,CLI-05031,31209.15,2025-08-29,Cheque,1,1
PAG-0006962,PAR-005032,CLI-05032,33427.09,2026-01-18,Transferencia,1,1
PAG-0006963,PAR-005033,CLI-05033,12650.07,2024-12-17,Débito automático,1,1
PAG-0006964,PAR-005034,CLI-05034,21563.5,2024-01-13,Cheque,1,2
PAG-0006965,PAR-005034,CLI-05034,22211.32,2024-01-20,Transferencia,2,2
PAG-0006966,PAR-005035,CLI-05035,8885.12,2026-01-11,Transferencia,1,1
PAG-0006967,PAR-005036,CLI-05036,14252.22,2024-07-05,Débito automático,1,1
PAG-0006968,PAR-005037,CLI-05037,4615.44,2026-05-20,Cheque,1,1
PAG-0006969,PAR-005038,CLI-05038,61859.22,2024-04-09,Cheque,1,1
PAG-0006970,PAR-005039,CLI-05039,7482.2,2026-02-20,Cheque,1,3
PAG-0006971,PAR-005039,CLI-05039,7434.36,2026-02-27,Transferencia,2,3
PAG-0006972,PAR-005039,CLI-05039,7667.15,2026-03-06,Débito automático,3,3
PAG-0006973,PAR-005040,CLI-05040,5050.88,2026-01-07,Débito automático,1,1
PAG-0006974,PAR-005041,CLI-05041,12149.97,2023-10-07,Débito automático,1,1
PAG-0006975,PAR-005042,CLI-05042,41933.46,2026-05-16,Transferencia,1,1
PAG-0006976,PAR-005043,CLI-05043,14723.29,2025-09-11,Transferencia,1,2
PAG-0006977,PAR-005043,CLI-05043,15001.75,2025-09-18,Débito automático,2,2
PAG-0006978,PAR-005044,CLI-05044,78941.56,2025-11-11,Cheque,1,1
PAG-0006979,PAR-005045,CLI-05045,45106.01,2024-10-11,Transferencia,1,1
PAG-0006980,PAR-005046,CLI-05046,2268.5,2025-07-14,Cheque,1,3
PAG-0006981,PAR-005046,CLI-05046,2287.25,2025-07-21,Transferencia,2,3
PAG-0006982,PAR-005046,CLI-05046,2208.01,2025-07-28,Transferencia,3,3
PAG-0006983,PAR-005047,CLI-05047,14633.23,2024-07-01,Cheque,1,1
PAG-0006984,PAR-005048,CLI-03678,38722.72,2025-02-18,Débito automático,1,1
PAG-0006985,PAR-005049,CLI-05049,20761.82,2025-03-07,Transferencia,1,1
PAG-0006986,PAR-005050,CLI-05050,32986.71,2025-12-06,Transferencia,1,1
PAG-0006987,PAR-005051,CLI-05051,6217.77,2025-03-16,Débito automático,1,2
PAG-0006988,PAR-005051,CLI-05051,6520.26,2025-03-23,Débito automático,2,2
PAG-0006989,PAR-005052,CLI-04171,5373.59,2023-07-26,Cheque,1,1
PAG-0006990,PAR-005053,CLI-05053,26747.06,2024-08-23,Transferencia,1,2
PAG-0006991,PAR-005053,CLI-05053,25560.89,2024-08-30,Cheque,2,2
PAG-0006992,PAR-005054,CLI-05054,61795.64,2024-01-29,Débito automático,1,1
PAG-0006993,PAR-005055,CLI-05055,24181.47,2024-02-15,Transferencia,1,1
PAG-0006994,PAR-005056,CLI-04873,10033.73,2025-03-03,Cheque,1,2
PAG-0006995,PAR-005056,CLI-04873,9626.42,2025-03-10,Débito automático,2,2
PAG-0006996,PAR-005057,CLI-05057,37601.12,2024-03-30,Cheque,1,1
PAG-0006997,PAR-005058,CLI-05058,44207.36,2024-06-12,Cheque,1,2
PAG-0006998,PAR-005058,CLI-05058,44143.81,2024-06-19,Cheque,2,2
PAG-0006999,PAR-005059,CLI-03483,25606.96,2025-01-14,Cheque,1,1
PAG-0007000,PAR-005060,CLI-05060,11179.69,2024-06-23,Débito automático,1,1
PAG-0007001,PAR-005061,CLI-05061,46156.73,2024-09-02,Cheque,1,1
PAG-0007002,PAR-005062,CLI-05912,8561.93,2023-10-21,Débito automático,1,2
PAG-0007003,PAR-005062,CLI-05912,8364.4,2023-10-28,Cheque,2,2
PAG-0007004,PAR-005063,CLI-05063,60378.54,2025-09-08,Transferencia,1,1
PAG-0007005,PAR-005064,CLI-05064,150365.17,2024-04-05,Cheque,1,1
PAG-0007006,PAR-005065,CLI-05065,42619.96,2025-05-07,Cheque,1,1
PAG-0007007,PAR-005066,CLI-00901,8455.49,2026-03-29,Transferencia,1,1
PAG-0007008,PAR-005067,CLI-05067,12099.39,2025-10-06,Cheque,1,2
PAG-0007009,PAR-005067,CLI-05067,11958.99,2025-10-13,Cheque,2,2
PAG-0007010,PAR-005068,CLI-05068,26548.98,2025-11-11,Cheque,1,1
PAG-0007011,PAR-005069,CLI-05069,24483.21,2025-11-06,Cheque,1,1
PAG-0007012,PAR-005070,CLI-05070,9411.37,2025-08-14,Transferencia,1,1
PAG-0007013,PAR-005071,CLI-05071,17422.59,2025-01-24,Débito automático,1,2
PAG-0007014,PAR-005071,CLI-05071,17195.83,2025-01-31,Débito automático,2,2
PAG-0007015,PAR-005072,CLI-05072,55169.21,2025-12-26,Transferencia,1,1
PAG-0007016,PAR-005073,CLI-05073,9742.51,2025-04-02,Cheque,1,3
PAG-0007017,PAR-005073,CLI-05073,9519.54,2025-04-09,Transferencia,2,3
PAG-0007018,PAR-005073,CLI-05073,9329.53,2025-04-16,Transferencia,3,3
PAG-0007019,PAR-005074,CLI-05074,88920.83,2025-11-14,Cheque,1,1
PAG-0007020,PAR-005075,CLI-05075,230691.49,2023-09-07,Transferencia,1,1
PAG-0007021,PAR-005076,CLI-05076,25968.78,2025-12-17,Cheque,1,1
PAG-0007022,PAR-005077,CLI-05077,50590.89,2026-05-13,Cheque,1,1
PAG-0007023,PAR-005078,CLI-05078,42950.1,2024-10-15,Débito automático,1,2
PAG-0007024,PAR-005078,CLI-05078,41479.97,2024-10-22,Cheque,2,2
PAG-0007025,PAR-005079,CLI-03002,9224.63,2024-01-21,Débito automático,1,1
PAG-0007026,PAR-005080,CLI-05080,12412.36,2023-08-15,Cheque,1,2
PAG-0007027,PAR-005080,CLI-05080,12343.18,2023-08-22,Transferencia,2,2
PAG-0007028,PAR-005081,CLI-05081,49713.71,2026-04-10,Transferencia,1,1
PAG-0007029,PAR-005082,CLI-05082,55644.52,2026-04-02,Cheque,1,1
PAG-0007030,PAR-005083,CLI-05083,14485.95,2024-01-27,Cheque,1,1
PAG-0007031,PAR-005084,CLI-05084,37796.96,2025-03-06,Débito automático,1,1
PAG-0007032,PAR-005085,CLI-05085,11939.71,2025-01-01,Cheque,1,3
PAG-0007033,PAR-005085,CLI-05085,11957.8,2025-01-08,Cheque,2,3
PAG-0007034,PAR-005085,CLI-05085,12459.34,2025-01-15,Transferencia,3,3
PAG-0007035,PAR-005086,CLI-05086,60803.91,2024-02-24,Transferencia,1,1
PAG-0007036,PAR-005087,CLI-04131,10057.55,2025-05-25,Cheque,1,2
PAG-0007037,PAR-005087,CLI-04131,10043.13,2025-06-01,Transferencia,2,2
PAG-0007038,PAR-005088,CLI-05088,24612.89,2023-09-18,Cheque,1,1
PAG-0007039,PAR-005089,CLI-05089,14493.32,2025-07-17,Débito automático,1,3
PAG-0007040,PAR-005089,CLI-05089,14727.48,2025-07-24,Cheque,2,3
PAG-0007041,PAR-005089,CLI-05089,14888.64,2025-07-31,Cheque,3,3
PAG-0007042,PAR-005090,CLI-05090,70231.32,2026-01-14,Cheque,1,1
PAG-0007043,PAR-005091,CLI-05091,12348.36,2025-01-23,Cheque,1,1
PAG-0007044,PAR-005092,CLI-05092,36845.2,2024-10-24,Transferencia,1,2
PAG-0007045,PAR-005092,CLI-05092,35970.17,2024-10-31,Cheque,2,2
PAG-0007046,PAR-005093,CLI-05093,60769.57,2023-10-08,Transferencia,1,1
PAG-0007047,PAR-005094,CLI-05094,58070.7,2026-03-31,Débito automático,1,1
PAG-0007048,PAR-005095,CLI-05095,29108.99,2024-10-22,Cheque,1,2
PAG-0007049,PAR-005095,CLI-05095,31170.85,2024-10-29,Transferencia,2,2
PAG-0007050,PAR-005096,CLI-05096,39814.56,2025-07-03,Transferencia,1,1
PAG-0007051,PAR-005097,CLI-05097,21745.83,2024-12-27,Transferencia,1,1
PAG-0007052,PAR-005098,CLI-05098,25938.95,2025-10-24,Débito automático,1,1
PAG-0007053,PAR-005099,CLI-05099,2671.29,2023-07-14,Transferencia,1,1
PAG-0007054,PAR-005100,CLI-05100,14902.23,2025-02-11,Transferencia,1,1
PAG-0007055,PAR-005101,CLI-05101,35372.86,2026-04-04,Transferencia,1,1
PAG-0007056,PAR-005102,CLI-05102,9963.02,2025-03-10,Débito automático,1,3
PAG-0007057,PAR-005102,CLI-05102,9627.46,2025-03-17,Débito automático,2,3
PAG-0007058,PAR-005102,CLI-05102,10089.3,2025-03-24,Cheque,3,3
PAG-0007059,PAR-005103,CLI-05103,23758.51,2025-12-22,Transferencia,1,1
PAG-0007060,PAR-005104,CLI-03285,21159.88,2025-09-25,Cheque,1,1
PAG-0007061,PAR-005105,CLI-05105,6649.17,2026-01-13,Transferencia,1,1
PAG-0007062,PAR-005106,CLI-06528,66163.1,2023-12-05,Débito automático,1,1
PAG-0007063,PAR-005107,CLI-05107,70201.21,2025-07-08,Cheque,1,1
PAG-0007064,PAR-005108,CLI-05108,5349.38,2025-01-18,Débito automático,1,1
PAG-0007065,PAR-005109,CLI-05109,15197.4,2025-07-24,Transferencia,1,2
PAG-0007066,PAR-005109,CLI-05109,14421.58,2025-07-31,Cheque,2,2
PAG-0007067,PAR-005110,CLI-05110,33657.28,2023-09-02,Cheque,1,1
PAG-0007068,PAR-005111,CLI-05111,29320.34,2024-07-01,Transferencia,1,1
PAG-0007069,PAR-005112,CLI-05112,12557.9,2025-07-10,Cheque,1,1
PAG-0007070,PAR-005113,CLI-05113,28533.06,2026-03-18,Transferencia,1,2
PAG-0007071,PAR-005113,CLI-05113,30029.78,2026-03-25,Cheque,2,2
PAG-0007072,PAR-005114,CLI-08843,31677.17,2025-09-01,Transferencia,1,1
PAG-0007073,PAR-005115,CLI-05115,50160.41,2026-01-08,Transferencia,1,1
PAG-0007074,PAR-005116,CLI-05116,61822.51,2023-08-23,Transferencia,1,1
PAG-0007075,PAR-005117,CLI-05117,13811.31,2023-09-03,Transferencia,1,2
PAG-0007076,PAR-005117,CLI-05117,14297.12,2023-09-10,Transferencia,2,2
PAG-0007077,PAR-005118,CLI-05118,999.14,2024-08-21,Débito automático,1,3
PAG-0007078,PAR-005118,CLI-05118,991.89,2024-08-28,Cheque,2,3
PAG-0007079,PAR-005118,CLI-05118,1023.66,2024-09-04,Cheque,3,3
PAG-0007080,PAR-005119,CLI-05119,25827.93,2026-02-09,Transferencia,1,1
PAG-0007081,PAR-005120,CLI-05120,832.75,2025-04-27,Débito automático,1,2
PAG-0007082,PAR-005120,CLI-05120,868.6,2025-05-04,Transferencia,2,2
PAG-0007083,PAR-005121,CLI-05121,6343.61,2025-09-21,Débito automático,1,3
PAG-0007084,PAR-005121,CLI-05121,6729.11,2025-09-28,Débito automático,2,3
PAG-0007085,PAR-005121,CLI-05121,6239.2,2025-10-05,Transferencia,3,3
PAG-0007086,PAR-005122,CLI-05122,31074.74,2025-12-31,Transferencia,1,1
PAG-0007087,PAR-005123,CLI-05123,41815.25,2025-12-04,Cheque,1,1
PAG-0007088,PAR-005124,CLI-00831,7157.93,2024-02-17,Transferencia,1,2
PAG-0007089,PAR-005124,CLI-00831,7523.26,2024-02-24,Transferencia,2,2
PAG-0007090,PAR-005125,CLI-05125,38351.8,2024-07-04,Cheque,1,1
PAG-0007091,PAR-005126,CLI-05126,70850.61,2025-01-21,Débito automático,1,1
PAG-0007092,PAR-005127,CLI-04842,45454.09,2024-04-19,Débito automático,1,1
PAG-0007093,PAR-005128,CLI-05128,28961.73,2024-08-20,Débito automático,1,2
PAG-0007094,PAR-005128,CLI-05128,30635.33,2024-08-27,Débito automático,2,2
PAG-0007095,PAR-005129,CLI-05129,24451.65,2026-01-12,Transferencia,1,3
PAG-0007096,PAR-005129,CLI-05129,23235.51,2026-01-19,Transferencia,2,3
PAG-0007097,PAR-005129,CLI-05129,23997.96,2026-01-26,Débito automático,3,3
PAG-0007098,PAR-005130,CLI-05130,8239.41,2025-06-14,Transferencia,1,1
PAG-0007099,PAR-005131,CLI-05131,16916.43,2025-06-28,Débito automático,1,1
PAG-0007100,PAR-005132,CLI-05132,5354.24,2025-02-26,Cheque,1,2
PAG-0007101,PAR-005132,CLI-05132,5598.5,2025-03-05,Cheque,2,2
PAG-0007102,PAR-005133,CLI-05133,32920.14,2024-05-11,Transferencia,1,1
PAG-0007103,PAR-005134,CLI-05134,127111.4,2023-08-10,Cheque,1,1
PAG-0007104,PAR-005135,CLI-05135,36800.89,2025-06-25,Débito automático,1,1
PAG-0007105,PAR-005136,CLI-05136,10544.33,2025-04-14,Transferencia,1,1
PAG-0007106,PAR-005137,CLI-05137,83798.25,2026-05-22,Débito automático,1,1
PAG-0007107,PAR-005138,CLI-05138,37953.01,2025-06-15,Débito automático,1,1
PAG-0007108,PAR-005139,CLI-05139,56036.92,2024-10-08,Débito automático,1,1
PAG-0007109,PAR-005140,CLI-05140,30107.88,2024-12-25,Transferencia,1,1
PAG-0007110,PAR-005141,CLI-05141,50971.13,2025-06-23,Cheque,1,1
PAG-0007111,PAR-005142,CLI-05142,37831.55,2023-08-20,Transferencia,1,1
PAG-0007112,PAR-005143,CLI-05143,41736.39,2024-10-31,Cheque,1,1
PAG-0007113,PAR-005144,CLI-05144,34385.17,2025-08-11,Débito automático,1,1
PAG-0007114,PAR-005145,CLI-05145,49548.79,2024-12-15,Transferencia,1,1
PAG-0007115,PAR-005146,CLI-05146,56050.16,2025-11-13,Transferencia,1,1
PAG-0007116,PAR-005147,CLI-05147,38280.56,2024-12-07,Transferencia,1,1
PAG-0007117,PAR-005148,CLI-04414,25947.96,2024-02-02,Débito automático,1,1
PAG-0007118,PAR-005149,CLI-05149,68558.73,2024-05-23,Débito automático,1,1
PAG-0007119,PAR-005150,CLI-05150,10998.82,2026-03-25,Cheque,1,3
PAG-0007120,PAR-005150,CLI-05150,11366.47,2026-04-01,Cheque,2,3
PAG-0007121,PAR-005150,CLI-05150,10512.12,2026-04-08,Cheque,3,3
PAG-0007122,PAR-005151,CLI-05151,16301.01,2025-06-27,Transferencia,1,1
PAG-0007123,PAR-005152,CLI-05152,24148.58,2023-11-24,Transferencia,1,1
PAG-0007124,PAR-005153,CLI-05153,17799.96,2024-07-01,Cheque,1,1
PAG-0007125,PAR-005154,CLI-05154,3763.76,2025-12-10,Cheque,1,1
PAG-0007126,PAR-005155,CLI-05155,9848.78,2025-10-30,Transferencia,1,2
PAG-0007127,PAR-005155,CLI-05155,10380.5,2025-11-06,Transferencia,2,2
PAG-0007128,PAR-005156,CLI-05156,2034.28,2024-08-07,Cheque,1,2
PAG-0007129,PAR-005156,CLI-05156,2094.21,2024-08-14,Transferencia,2,2
PAG-0007130,PAR-005157,CLI-08025,29428.67,2025-01-16,Débito automático,1,2
PAG-0007131,PAR-005157,CLI-08025,27891.9,2025-01-23,Cheque,2,2
PAG-0007132,PAR-005158,CLI-05158,12489.42,2026-02-15,Cheque,1,1
PAG-0007133,PAR-005159,CLI-05159,22060.21,2024-08-26,Débito automático,1,1
PAG-0007134,PAR-005160,CLI-05160,13187.15,2026-03-04,Cheque,1,3
PAG-0007135,PAR-005160,CLI-05160,12768.39,2026-03-11,Transferencia,2,3
PAG-0007136,PAR-005160,CLI-05160,13031.53,2026-03-18,Débito automático,3,3
PAG-0007137,PAR-005161,CLI-05161,10953.18,2024-04-22,Cheque,1,2
PAG-0007138,PAR-005161,CLI-05161,10467.17,2024-04-29,Cheque,2,2
PAG-0007139,PAR-005162,CLI-05162,6658.8,2025-12-28,Cheque,1,3
PAG-0007140,PAR-005162,CLI-05162,6962.44,2026-01-04,Transferencia,2,3
PAG-0007141,PAR-005162,CLI-05162,7029.53,2026-01-11,Débito automático,3,3
PAG-0007142,PAR-005163,CLI-05163,37387.73,2024-03-10,Débito automático,1,1
PAG-0007143,PAR-005164,CLI-05164,10395.96,2024-08-22,Cheque,1,3
PAG-0007144,PAR-005164,CLI-05164,10533.0,2024-08-29,Cheque,2,3
PAG-0007145,PAR-005164,CLI-05164,10186.38,2024-09-05,Débito automático,3,3
PAG-0007146,PAR-005165,CLI-05165,1844.37,2025-07-13,Débito automático,1,2
PAG-0007147,PAR-005165,CLI-05165,1939.13,2025-07-20,Transferencia,2,2
PAG-0007148,PAR-005166,CLI-05166,17817.95,2023-10-03,Transferencia,1,2
PAG-0007149,PAR-005166,CLI-05166,18417.34,2023-10-10,Transferencia,2,2
PAG-0007150,PAR-005167,CLI-05167,42840.41,2023-11-16,Débito automático,1,1
PAG-0007151,PAR-005168,CLI-05168,9401.41,2024-09-06,Débito automático,1,3
PAG-0007152,PAR-005168,CLI-05168,9339.69,2024-09-13,Débito automático,2,3
PAG-0007153,PAR-005168,CLI-05168,9368.3,2024-09-20,Cheque,3,3
PAG-0007154,PAR-005169,CLI-05169,36829.81,2026-01-31,Débito automático,1,1
PAG-0007155,PAR-005170,CLI-05170,22009.76,2025-12-30,Débito automático,1,1
PAG-0007156,PAR-005171,CLI-05171,22319.53,2026-03-07,Cheque,1,1
PAG-0007157,PAR-005172,CLI-05172,45714.64,2026-04-21,Transferencia,1,1
PAG-0007158,PAR-005173,CLI-05173,20095.44,2024-06-16,Transferencia,1,3
PAG-0007159,PAR-005173,CLI-05173,19539.38,2024-06-23,Cheque,2,3
PAG-0007160,PAR-005173,CLI-05173,20608.04,2024-06-30,Cheque,3,3
PAG-0007161,PAR-005174,CLI-05174,10142.69,2024-08-05,Transferencia,1,3
PAG-0007162,PAR-005174,CLI-05174,9469.0,2024-08-12,Cheque,2,3
PAG-0007163,PAR-005174,CLI-05174,9736.01,2024-08-19,Transferencia,3,3
PAG-0007164,PAR-005175,CLI-05175,40167.36,2023-10-26,Cheque,1,1
PAG-0007165,PAR-005176,CLI-05176,20793.34,2025-06-21,Débito automático,1,1
PAG-0007166,PAR-005177,CLI-05177,17833.68,2025-08-01,Débito automático,1,1
PAG-0007167,PAR-005178,CLI-05178,41906.61,2026-01-06,Cheque,1,1
PAG-0007168,PAR-005179,CLI-05179,7464.14,2023-10-13,Transferencia,1,2
PAG-0007169,PAR-005179,CLI-05179,7770.69,2023-10-20,Transferencia,2,2
PAG-0007170,PAR-005180,CLI-05180,27331.46,2024-10-26,Cheque,1,2
PAG-0007171,PAR-005180,CLI-05180,27067.62,2024-11-02,Cheque,2,2
PAG-0007172,PAR-005181,CLI-05181,22779.5,2024-02-27,Transferencia,1,1
PAG-0007173,PAR-005182,CLI-05182,11602.79,2023-12-17,Débito automático,1,2
PAG-0007174,PAR-005182,CLI-05182,11215.29,2023-12-24,Débito automático,2,2
PAG-0007175,PAR-005183,CLI-02841,35420.48,2026-03-24,Débito automático,1,1
PAG-0007176,PAR-005184,CLI-05184,23811.27,2025-06-30,Débito automático,1,3
PAG-0007177,PAR-005184,CLI-05184,24335.97,2025-07-07,Débito automático,2,3
PAG-0007178,PAR-005184,CLI-05184,25445.86,2025-07-14,Débito automático,3,3
PAG-0007179,PAR-005185,CLI-05185,4602.78,2026-04-20,Transferencia,1,2
PAG-0007180,PAR-005185,CLI-05185,4764.16,2026-04-27,Cheque,2,2
PAG-0007181,PAR-005186,CLI-05186,21165.0,2025-08-23,Cheque,1,1
PAG-0007182,PAR-005187,CLI-05187,18860.57,2025-08-18,Débito automático,1,2
PAG-0007183,PAR-005187,CLI-05187,18434.89,2025-08-25,Transferencia,2,2
PAG-0007184,PAR-005188,CLI-05188,3064.17,2025-10-18,Transferencia,1,1
PAG-0007185,PAR-005189,CLI-05189,13041.28,2025-11-23,Transferencia,1,1
PAG-0007186,PAR-005190,CLI-05190,16697.7,2024-05-29,Débito automático,1,1
PAG-0007187,PAR-005191,CLI-05191,9925.26,2025-08-12,Cheque,1,1
PAG-0007188,PAR-005192,CLI-05192,29973.84,2025-03-01,Transferencia,1,1
PAG-0007189,PAR-005193,CLI-05193,38642.38,2026-04-30,Transferencia,1,1
PAG-0007190,PAR-005194,CLI-05194,15084.53,2025-11-29,Transferencia,1,2
PAG-0007191,PAR-005194,CLI-05194,15384.52,2025-12-06,Transferencia,2,2
PAG-0007192,PAR-005195,CLI-05195,6854.73,2025-06-24,Transferencia,1,1
PAG-0007193,PAR-005196,CLI-05196,123809.89,2025-05-30,Débito automático,1,1
PAG-0007194,PAR-005197,CLI-05197,3435.33,2024-02-08,Cheque,1,3
PAG-0007195,PAR-005197,CLI-05197,3228.42,2024-02-15,Cheque,2,3
PAG-0007196,PAR-005197,CLI-05197,3415.88,2024-02-22,Débito automático,3,3
PAG-0007197,PAR-005198,CLI-05198,38.49,2025-07-20,Cheque,1,3
PAG-0007198,PAR-005198,CLI-05198,40.79,2025-07-27,Transferencia,2,3
