id_poliza,id_cliente,id_agente,id_objeto_asegurado,id_asegurado,tipo_seguro,cobertura,tipo_poliza,canal_venta,fecha_alta,vigencia_desde,vigencia_hasta,prima_mensual,prima_total,estado,numero_polizas_cliente,meses_desde_inicio,customer_lifetime_value
POL-005390,CLI-05390,AGE-0038,OBJ-005390,CLI-05390,Automóvil,Premium,Corporate Auto,Agente,2011-02-28,2011-02-28,2012-02-28,11100.0,133200.0,Activa,1,85,4240.93
POL-005391,CLI-05391,AGE-0020,OBJ-005391,CLI-05391,Automóvil,Extendida,Personal Auto,Call Center,2011-01-27,2011-01-27,2012-01-27,12900.0,154800.0,Activa,7,4,8992.78
POL-005392,CLI-05392,AGE-0056,OBJ-005392,CLI-05392,Automóvil,Premium,Personal Auto,Agente,2011-02-25,2011-02-25,2012-02-25,10400.0,124800.0,Activa,3,79,7304.16
POL-005393,CLI-05393,AGE-0033,OBJ-005393,CLI-05393,Automóvil,Básica,Personal Auto,Web,2011-02-17,2011-02-17,2012-02-17,6600.0,79200.0,Activa,7,4,5217.51
POL-005394,CLI-05394,AGE-0003,OBJ-005394,CLI-05394,Automóvil,Básica,Corporate Auto,Web,2016-03-27,2016-03-27,2017-03-27,6900.0,82800.0,Activa,1,70,2725.36
POL-005395,CLI-05395,AGE-0052,OBJ-005395,CLI-05395,Automóvil,Extendida,Personal Auto,Agente,2010-05-28,2010-05-28,2011-05-28,9300.0,111600.0,Activa,2,67,18569.5
POL-005396,CLI-05396,AGE-0049,OBJ-005396,CLI-05396,Automóvil,Extendida,Personal Auto,Agente,2014-08-06,2014-08-06,2015-08-06,8600.0,103200.0,Activa,2,22,9985.37
POL-005397,CLI-05397,AGE-0057,OBJ-005397,CLI-05397,Automóvil,Básica,Personal Auto,Call Center,2008-03-26,2008-03-26,2009-03-26,7300.0,87600.0,Activa,2,47,8257.67
POL-005398,CLI-05398,AGE-0057,OBJ-005398,CLI-05398,Automóvil,Básica,Corporate Auto,Agente,2022-01-31,2022-01-31,2023-01-31,10700.0,128400.0,Activa,3,65,8002.31
POL-005399,CLI-05399,AGE-0071,OBJ-005399,CLI-05399,Automóvil,Básica,Personal Auto,Web,2019-07-07,2019-07-07,2020-07-06,7400.0,88800.0,Activa,3,2,5897.75
POL-005400,CLI-05400,AGE-0006,OBJ-005400,CLI-05400,Automóvil,Básica,Personal Auto,Agente,2019-11-19,2019-11-19,2020-11-18,11800.0,141600.0,Activa,1,83,4686.47
POL-005401,CLI-05401,AGE-0021,OBJ-005401,CLI-05401,Automóvil,Básica,Corporate Auto,Agente,2011-06-23,2011-06-23,2012-06-22,7400.0,88800.0,Activa,8,39,5943.07
POL-005402,CLI-05402,AGE-0079,OBJ-005402,CLI-05402,Automóvil,Básica,Personal Auto,Sucursal,2011-01-22,2011-01-22,2012-01-22,6900.0,82800.0,Baja,1,4,2648.47
POL-005403,CLI-05403,AGE-0024,OBJ-005403,CLI-05403,Automóvil,Básica,Personal Auto,Agente,2022-03-16,2022-03-16,2023-03-16,6500.0,78000.0,Activa,3,26,4650.06
POL-005404,CLI-05404,AGE-0008,OBJ-005404,CLI-05404,Automóvil,Extendida,Corporate Auto,Call Center,2011-02-22,2011-02-22,2012-02-22,12300.0,147600.0,Activa,2,54,44856.11
POL-005405,CLI-05405,AGE-0015,OBJ-005405,CLI-05405,Automóvil,Básica,Personal Auto,Agente,2011-02-20,2011-02-20,2012-02-20,10000.0,120000.0,Activa,2,36,26570.34
POL-005406,CLI-05406,AGE-0052,OBJ-005406,CLI-05406,Automóvil,Básica,Personal Auto,Web,2011-01-29,2011-01-29,2012-01-29,7400.0,88800.0,Activa,1,28,2951.29
POL-005407,CLI-05407,AGE-0027,OBJ-005407,CLI-05407,Automóvil,Básica,Corporate Auto,Web,2011-01-28,2011-01-28,2012-01-28,6200.0,74400.0,Activa,1,88,2464.51
POL-005408,CLI-05408,AGE-0067,OBJ-005408,CLI-05408,Automóvil,Básica,Personal Auto,Call Center,2016-03-23,2016-03-23,2017-03-23,7200.0,86400.0,Activa,6,61,5555.83
POL-005409,CLI-05409,AGE-0050,OBJ-005409,CLI-05409,Automóvil,Extendida,Personal Auto,Agente,2011-01-28,2011-01-28,2012-01-28,9400.0,112800.0,Activa,1,61,3199.7
POL-005410,CLI-05410,AGE-0006,OBJ-005410,CLI-05410,Automóvil,Extendida,Personal Auto,Sucursal,2021-07-16,2021-07-16,2022-07-16,7900.0,94800.0,Activa,1,94,2776.32
POL-005411,CLI-05411,AGE-0009,OBJ-005411,CLI-05411,Automóvil,Premium,Personal Auto,Call Center,2011-02-16,2011-02-16,2012-02-16,14600.0,175200.0,Activa,2,10,16355.31
POL-005412,CLI-05412,AGE-0005,OBJ-005412,CLI-05412,Automóvil,Básica,Personal Auto,Sucursal,2011-01-31,2011-01-31,2012-01-31,10800.0,129600.0,Activa,4,94,7329.89
POL-005413,CLI-05413,AGE-0052,OBJ-005413,CLI-05413,Automóvil,Básica,Personal Auto,Call Center,2020-08-29,2020-08-29,2021-08-29,7200.0,86400.0,Activa,6,61,5555.83
POL-005414,CLI-05414,AGE-0045,OBJ-005414,CLI-05414,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-13,2011-01-13,2012-01-13,7900.0,94800.0,Activa,4,70,6383.48
POL-005415,CLI-05415,AGE-0031,OBJ-005415,CLI-05415,Automóvil,Extendida,Corporate Auto,Agente,2014-11-28,2014-11-28,2015-11-28,9700.0,116400.0,Activa,4,91,7758.59
POL-005416,CLI-05416,AGE-0052,OBJ-005416,CLI-05416,Automóvil,Básica,Personal Auto,Agente,2014-06-23,2014-06-23,2015-06-23,6300.0,75600.0,Baja,2,34,14932.1
POL-005417,CLI-05417,AGE-0075,OBJ-005417,CLI-05417,Automóvil,Básica,Personal Auto,Call Center,2011-02-20,2011-02-20,2012-02-20,10500.0,126000.0,Activa,3,38,8047.41
POL-005418,CLI-05418,AGE-0002,OBJ-005418,CLI-05418,Automóvil,Extendida,Corporate Auto,Agente,2011-01-22,2011-01-22,2012-01-22,13400.0,160800.0,Baja,6,15,10861.51
POL-005419,CLI-05419,AGE-0079,OBJ-005419,CLI-05419,Automóvil,Básica,Personal Auto,Web,2011-02-13,2011-02-13,2012-02-13,6200.0,74400.0,Activa,1,29,2195.3
POL-005420,CLI-05420,AGE-0071,OBJ-005420,CLI-05420,Automóvil,Básica,Corporate Auto,Sucursal,2011-01-29,2011-01-29,2012-01-29,6500.0,78000.0,Activa,1,93,2397.04
POL-005421,CLI-05421,AGE-0073,OBJ-005421,CLI-05421,Automóvil,Básica,Personal Auto,Sucursal,2011-01-31,2011-01-31,2012-01-31,10500.0,126000.0,Activa,1,22,4070.05
POL-005422,CLI-05422,AGE-0013,OBJ-005422,CLI-05422,Automóvil,Básica,Corporate Auto,Agente,2011-02-13,2011-02-13,2012-02-13,7100.0,85200.0,Activa,8,52,5578.52
POL-005423,CLI-05423,AGE-0051,OBJ-005423,CLI-05423,Automóvil,Básica,Personal Auto,Call Center,2021-01-15,2021-01-15,2022-01-15,6800.0,81600.0,Activa,2,3,8139.53
POL-005424,CLI-05424,AGE-0018,OBJ-005424,CLI-05424,Automóvil,Premium,Personal Auto,Sucursal,2011-02-13,2011-02-13,2012-02-13,11400.0,136800.0,Activa,4,41,7444.94
POL-005425,CLI-05425,AGE-0002,OBJ-005425,CLI-05425,Automóvil,Extendida,Corporate Auto,Agente,2011-02-15,2011-02-15,2012-02-15,9100.0,109200.0,Activa,3,51,7295.33
POL-005426,CLI-05426,AGE-0025,OBJ-005426,CLI-05426,Automóvil,Básica,Personal Auto,Call Center,2011-02-21,2011-02-21,2012-02-21,7300.0,87600.0,Activa,7,44,5325.72
POL-005427,CLI-05427,AGE-0057,OBJ-005427,CLI-05427,Automóvil,Básica,Corporate Auto,Sucursal,2012-04-04,2012-04-04,2013-04-04,6900.0,82800.0,Activa,1,10,2442.21
POL-005428,CLI-05428,AGE-0024,OBJ-005428,CLI-05428,Automóvil,Extendida,Corporate Auto,Agente,2011-01-27,2011-01-27,2012-01-27,12800.0,153600.0,Activa,3,75,10307.65
POL-005429,CLI-05429,AGE-0058,OBJ-005429,CLI-05429,Automóvil,Básica,Corporate Auto,Agente,2011-01-21,2011-01-21,2012-01-21,6700.0,80400.0,Activa,1,70,2461.8
POL-005430,CLI-05430,AGE-0034,OBJ-005430,CLI-05430,Automóvil,Básica,Personal Auto,Web,2011-02-20,2011-02-20,2012-02-20,6400.0,76800.0,Activa,1,6,2521.68
POL-005431,CLI-05431,AGE-0011,OBJ-005431,CLI-05431,Automóvil,Extendida,Corporate Auto,Sucursal,2022-03-04,2022-03-04,2023-03-04,9700.0,116400.0,Activa,2,66,25464.82
POL-005432,CLI-05432,AGE-0064,OBJ-005432,CLI-05432,Automóvil,Básica,Personal Auto,Agente,2011-02-21,2011-02-21,2012-02-21,7400.0,88800.0,Activa,1,52,2822.59
POL-005433,CLI-05433,AGE-0022,OBJ-005433,CLI-05433,Automóvil,Básica,Personal Auto,Agente,2022-04-24,2022-04-24,2023-04-24,7400.0,88800.0,Activa,3,58,5812.0
POL-005434,CLI-05434,AGE-0074,OBJ-005434,CLI-05434,Automóvil,Básica,Corporate Auto,Call Center,2011-02-26,2011-02-26,2012-02-26,19000.0,228000.0,Activa,2,34,21850.35
POL-005435,CLI-05435,AGE-0075,OBJ-005435,CLI-05435,Automóvil,Premium,Corporate Auto,Agente,2011-02-24,2011-02-24,2012-02-24,11900.0,142800.0,Activa,5,41,9320.24
POL-005436,CLI-05436,AGE-0072,OBJ-005436,CLI-05436,Automóvil,Premium,Personal Auto,Agente,2011-02-21,2011-02-21,2012-02-21,10200.0,122400.0,Baja,2,89,22305.32
POL-005437,CLI-05437,AGE-0024,OBJ-005437,CLI-05437,Automóvil,Básica,Personal Auto,Agente,2011-02-17,2011-02-17,2012-02-17,11000.0,132000.0,Activa,2,44,22118.81
POL-005438,CLI-05438,AGE-0031,OBJ-005438,CLI-05438,Automóvil,Premium,Personal Auto,Agente,2011-01-18,2011-01-18,2012-01-18,17700.0,212400.0,Activa,1,90,7218.16
POL-005439,CLI-05439,AGE-0023,OBJ-005439,CLI-05439,Automóvil,Extendida,Corporate Auto,Agente,2011-02-22,2011-02-22,2012-02-22,8700.0,104400.0,Activa,8,83,6117.03
POL-005440,CLI-05440,AGE-0044,OBJ-005440,CLI-05440,Automóvil,Básica,Personal Auto,Web,2011-01-17,2011-01-17,2012-01-17,6600.0,79200.0,Activa,5,11,4882.29
POL-005441,CLI-05441,AGE-0042,OBJ-005441,CLI-05441,Automóvil,Básica,Personal Auto,Call Center,2014-05-18,2014-05-18,2015-05-18,6600.0,79200.0,Activa,1,64,2674.08
POL-005442,CLI-05442,AGE-0003,OBJ-005442,CLI-05442,Automóvil,Básica,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,6600.0,79200.0,Activa,2,2,7724.68
POL-005443,CLI-05443,AGE-0026,OBJ-005443,CLI-05443,Automóvil,Básica,Personal Auto,Call Center,2011-01-25,2011-01-25,2012-01-25,11700.0,140400.0,Activa,1,37,4708.2
POL-005444,CLI-05444,AGE-0046,OBJ-005444,CLI-05444,Automóvil,Premium,Personal Auto,Call Center,2011-02-14,2011-02-14,2012-02-14,11800.0,141600.0,Activa,1,21,4447.42
POL-005445,CLI-05445,AGE-0033,OBJ-005445,CLI-05445,Automóvil,Extendida,Personal Auto,Agente,2011-01-31,2011-01-31,2012-01-31,12100.0,145200.0,Activa,1,87,4823.56
POL-005446,CLI-05446,AGE-0013,OBJ-005446,CLI-05446,Automóvil,Básica,Personal Auto,Sucursal,2012-02-14,2012-02-14,2013-02-13,7100.0,85200.0,Baja,4,69,5420.36
POL-005447,CLI-05447,AGE-0075,OBJ-005447,CLI-05447,Automóvil,Básica,Personal Auto,Web,2023-12-05,2023-12-05,2024-12-04,6500.0,78000.0,Baja,2,53,7583.14
POL-005448,CLI-05448,AGE-0058,OBJ-005448,CLI-05448,Automóvil,Premium,Personal Auto,Agente,2011-01-15,2011-01-15,2012-01-15,11100.0,133200.0,Activa,1,76,3852.43
POL-005449,CLI-05449,AGE-0065,OBJ-005449,CLI-05449,Automóvil,Básica,Personal Auto,Sucursal,2013-01-06,2013-01-06,2014-01-06,18900.0,226800.0,Activa,1,86,7647.45
POL-005450,CLI-05450,AGE-0062,OBJ-005450,CLI-05450,Automóvil,Básica,Personal Auto,Call Center,2011-02-23,2011-02-23,2012-02-23,6900.0,82800.0,Activa,5,65,5229.68
POL-005451,CLI-05451,AGE-0073,OBJ-005451,CLI-05451,Automóvil,Básica,Personal Auto,Agente,2011-02-16,2011-02-16,2012-02-16,10300.0,123600.0,Activa,1,76,3614.08
POL-005452,CLI-05452,AGE-0045,OBJ-005452,CLI-05452,Automóvil,Básica,Personal Auto,Web,2012-10-11,2012-10-11,2013-10-11,7200.0,86400.0,Activa,1,48,2853.51
POL-005453,CLI-05453,AGE-0011,OBJ-005453,CLI-05453,Automóvil,Básica,Personal Auto,Call Center,2011-02-22,2011-02-22,2012-02-22,11700.0,140400.0,Activa,4,6,8543.33
POL-005454,CLI-05454,AGE-0025,OBJ-005454,CLI-05454,Automóvil,Básica,Personal Auto,Call Center,2011-12-01,2011-12-01,2012-11-30,6400.0,76800.0,Activa,3,28,5150.42
POL-005455,CLI-05455,AGE-0077,OBJ-005455,CLI-05455,Automóvil,Básica,Personal Auto,Agente,2009-10-14,2009-10-14,2010-10-14,7300.0,87600.0,Activa,2,2,8723.67
POL-005456,CLI-05456,AGE-0006,OBJ-005456,CLI-05456,Automóvil,Extendida,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,8400.0,100800.0,Activa,2,30,16477.48
POL-005457,CLI-05457,AGE-0023,OBJ-005457,CLI-05457,Automóvil,Básica,Personal Auto,Agente,2011-01-14,2011-01-14,2012-01-14,11000.0,132000.0,Activa,2,10,26338.59
POL-005458,CLI-05458,AGE-0009,OBJ-005458,CLI-05458,Automóvil,Básica,Corporate Auto,Sucursal,2011-02-21,2011-02-21,2012-02-21,10900.0,130800.0,Activa,1,71,4244.47
POL-005459,CLI-05459,AGE-0051,OBJ-005459,CLI-05459,Automóvil,Básica,Personal Auto,Sucursal,2011-01-31,2011-01-31,2012-01-31,7200.0,86400.0,Activa,3,71,5757.44
POL-005460,CLI-05460,AGE-0043,OBJ-005460,CLI-05460,Automóvil,Básica,Personal Auto,Agente,2011-02-20,2011-02-20,2012-02-20,6300.0,75600.0,Activa,4,65,4826.83
POL-005461,CLI-05461,AGE-0066,OBJ-005461,CLI-05461,Automóvil,Básica,Corporate Auto,Agente,2016-09-21,2016-09-21,2017-09-21,10200.0,122400.0,Baja,3,46,8092.88
POL-005462,CLI-05462,AGE-0032,OBJ-005462,CLI-05462,Automóvil,Extendida,Personal Auto,Web,2011-01-17,2011-01-17,2012-01-17,8600.0,103200.0,Activa,1,41,3011.27
POL-005463,CLI-05463,AGE-0077,OBJ-005463,CLI-05463,Automóvil,Básica,Personal Auto,Agente,2011-02-22,2011-02-22,2012-02-22,7200.0,86400.0,Baja,2,40,8663.92
POL-005464,CLI-05464,AGE-0019,OBJ-005464,CLI-05464,Automóvil,Básica,Special Auto,Agente,2011-01-15,2011-01-15,2012-01-15,6100.0,73200.0,Activa,1,55,2471.53
POL-005465,CLI-05465,AGE-0080,OBJ-005465,CLI-05465,Automóvil,Básica,Personal Auto,Call Center,2011-01-21,2011-01-21,2012-01-21,7000.0,84000.0,Baja,3,65,5627.3
POL-005466,CLI-05466,AGE-0024,OBJ-005466,CLI-05466,Automóvil,Básica,Personal Auto,Call Center,2020-03-25,2020-03-25,2021-03-25,6800.0,81600.0,Activa,2,25,7494.09
POL-005467,CLI-05467,AGE-0050,OBJ-005467,CLI-05467,Automóvil,Básica,Personal Auto,Agente,2019-04-21,2019-04-21,2020-04-20,7200.0,86400.0,Activa,3,40,5452.63
POL-005468,CLI-05468,AGE-0050,OBJ-005468,CLI-05468,Automóvil,Básica,Personal Auto,Call Center,2015-01-22,2015-01-22,2016-01-22,6500.0,78000.0,Activa,1,23,2592.44
POL-005469,CLI-05469,AGE-0066,OBJ-005469,CLI-05469,Automóvil,Extendida,Personal Auto,Call Center,2011-01-29,2011-01-29,2012-01-29,8400.0,100800.0,Activa,6,36,6721.89
POL-005470,CLI-05470,AGE-0033,OBJ-005470,CLI-05470,Automóvil,Básica,Personal Auto,Call Center,2011-02-19,2011-02-19,2012-02-19,7000.0,84000.0,Activa,3,12,5500.58
POL-005471,CLI-05471,AGE-0048,OBJ-005471,CLI-05471,Automóvil,Básica,Special Auto,Agente,2014-07-20,2014-07-20,2015-07-20,6300.0,75600.0,Baja,1,13,2550.66
POL-005472,CLI-05472,AGE-0004,OBJ-005472,CLI-05472,Automóvil,Premium,Corporate Auto,Agente,2009-12-27,2009-12-27,2010-12-27,19500.0,234000.0,Baja,1,63,7771.58
POL-005473,CLI-05473,AGE-0023,OBJ-005473,CLI-05473,Automóvil,Premium,Personal Auto,Agente,2016-11-25,2016-11-25,2017-11-25,10900.0,130800.0,Activa,1,56,4236.3
POL-005474,CLI-05474,AGE-0003,OBJ-005474,CLI-05474,Automóvil,Premium,Personal Auto,Sucursal,2011-01-17,2011-01-17,2012-01-17,11700.0,140400.0,Activa,7,31,9025.07
POL-005475,CLI-05475,AGE-0060,OBJ-005475,CLI-05475,Automóvil,Básica,Personal Auto,Agente,2013-07-03,2013-07-03,2014-07-03,7100.0,85200.0,Baja,1,45,2615.91
POL-005476,CLI-05476,AGE-0012,OBJ-005476,CLI-05476,Automóvil,Básica,Personal Auto,Call Center,2023-07-16,2023-07-16,2024-07-15,6600.0,79200.0,Activa,1,71,2396.22
POL-005477,CLI-05477,AGE-0057,OBJ-005477,CLI-05477,Automóvil,Básica,Personal Auto,Sucursal,2014-11-19,2014-11-19,2015-11-19,6800.0,81600.0,Activa,6,81,4784.42
POL-005478,CLI-05478,AGE-0080,OBJ-005478,CLI-05478,Automóvil,Básica,Personal Auto,Agente,2011-01-20,2011-01-20,2012-01-20,10500.0,126000.0,Activa,1,50,3873.65
POL-005479,CLI-05479,AGE-0020,OBJ-005479,CLI-05479,Automóvil,Básica,Corporate Auto,Web,2011-02-27,2011-02-27,2012-02-27,6800.0,81600.0,Activa,2,56,7806.14
POL-005480,CLI-05480,AGE-0030,OBJ-005480,CLI-05480,Automóvil,Extendida,Personal Auto,Agente,2011-01-26,2011-01-26,2012-01-26,13100.0,157200.0,Activa,1,80,4717.63
POL-005481,CLI-05481,AGE-0036,OBJ-005481,CLI-05481,Automóvil,Extendida,Corporate Auto,Call Center,2011-01-17,2011-01-17,2012-01-17,8500.0,102000.0,Activa,3,31,5625.91
POL-005482,CLI-05482,AGE-0080,OBJ-005482,CLI-05482,Automóvil,Básica,Personal Auto,Sucursal,2020-10-05,2020-10-05,2021-10-05,6400.0,76800.0,Activa,3,27,5182.94
POL-005483,CLI-05483,AGE-0051,OBJ-005483,CLI-05483,Automóvil,Extendida,Personal Auto,Agente,2018-10-01,2018-10-01,2019-10-01,7600.0,91200.0,Activa,8,72,6005.21
POL-005484,CLI-05484,AGE-0055,OBJ-005484,CLI-05484,Automóvil,Extendida,Corporate Auto,Sucursal,2011-02-16,2011-02-16,2012-02-16,12200.0,146400.0,Activa,3,86,9837.51
POL-005485,CLI-05485,AGE-0056,OBJ-005485,CLI-05485,Automóvil,Básica,Personal Auto,Sucursal,2010-01-28,2010-01-28,2011-01-28,6500.0,78000.0,Baja,4,92,5206.03
POL-005486,CLI-05486,AGE-0007,OBJ-005486,CLI-05486,Automóvil,Extendida,Personal Auto,Call Center,2011-01-17,2011-01-17,2012-01-17,24200.0,290400.0,Activa,2,50,36293.15
POL-005487,CLI-05487,AGE-0015,OBJ-005487,CLI-05487,Automóvil,Básica,Personal Auto,Agente,2011-02-28,2011-02-28,2012-02-28,7000.0,84000.0,Activa,1,82,2837.11
POL-005488,CLI-05488,AGE-0048,OBJ-005488,CLI-05488,Automóvil,Premium,Personal Auto,Web,2011-01-27,2011-01-27,2012-01-27,10200.0,122400.0,Activa,2,34,11785.04
POL-005489,CLI-05489,AGE-0014,OBJ-005489,CLI-05489,Automóvil,Extendida,Personal Auto,Sucursal,2011-02-19,2011-02-19,2012-02-19,8100.0,97200.0,Baja,1,2,3124.93
POL-005490,CLI-05490,AGE-0063,OBJ-005490,CLI-05490,Automóvil,Básica,Personal Auto,Agente,2011-02-21,2011-02-21,2012-02-21,11500.0,138000.0,Activa,2,74,13862.1
POL-005491,CLI-05491,AGE-0048,OBJ-005491,CLI-05491,Automóvil,Básica,Special Auto,Call Center,2011-01-22,2011-01-22,2012-01-22,6900.0,82800.0,Baja,2,48,8200.27
POL-005492,CLI-05492,AGE-0060,OBJ-005492,CLI-05492,Automóvil,Extendida,Corporate Auto,Agente,2011-01-14,2011-01-14,2012-01-14,9000.0,108000.0,Activa,2,16,8456.27
POL-005493,CLI-05493,AGE-0002,OBJ-005493,CLI-05493,Automóvil,Básica,Personal Auto,Web,2011-01-23,2011-01-23,2012-01-23,6100.0,73200.0,Activa,1,14,2124.17
POL-005494,CLI-05494,AGE-0072,OBJ-005494,CLI-05494,Automóvil,Premium,Personal Auto,Agente,2010-04-04,2010-04-04,2011-04-04,11300.0,135600.0,Baja,3,22,9045.11
POL-005495,CLI-05495,AGE-0008,OBJ-005495,CLI-05495,Automóvil,Extendida,Corporate Auto,Call Center,2019-05-27,2019-05-27,2020-05-26,8500.0,102000.0,Baja,1,29,3187.35
POL-005496,CLI-05496,AGE-0018,OBJ-005496,CLI-05496,Automóvil,Básica,Corporate Auto,Agente,2023-11-06,2023-11-06,2024-11-05,6800.0,81600.0,Activa,2,74,8113.96
POL-005497,CLI-05497,AGE-0066,OBJ-005497,CLI-05497,Automóvil,Básica,Personal Auto,Agente,2011-01-28,2011-01-28,2012-01-28,10400.0,124800.0,Activa,2,66,34039.06
POL-005498,CLI-05498,AGE-0003,OBJ-005498,CLI-05498,Automóvil,Extendida,Corporate Auto,Agente,2017-12-01,2017-12-01,2018-12-01,8000.0,96000.0,Activa,2,77,9087.59
POL-005499,CLI-05499,AGE-0076,OBJ-005499,CLI-05499,Automóvil,Básica,Corporate Auto,Web,2023-06-26,2023-06-26,2024-06-25,10700.0,128400.0,Activa,2,26,12519.8
POL-005500,CLI-05500,AGE-0013,OBJ-005500,CLI-05500,Automóvil,Extendida,Personal Auto,Agente,2011-02-14,2011-02-14,2012-02-14,8300.0,99600.0,Activa,9,62,6057.07
POL-005501,CLI-05501,AGE-0033,OBJ-005501,CLI-05501,Automóvil,Básica,Corporate Auto,Sucursal,2011-01-29,2011-01-29,2012-01-29,7300.0,87600.0,Activa,4,2,4967.04
POL-005502,CLI-05502,AGE-0036,OBJ-005502,CLI-05502,Automóvil,Básica,Personal Auto,Agente,2015-01-02,2015-01-02,2016-01-02,7000.0,84000.0,Activa,2,66,6933.34
POL-005503,CLI-05503,AGE-0054,OBJ-005503,CLI-05503,Automóvil,Básica,Personal Auto,Sucursal,2011-01-15,2011-01-15,2012-01-15,6900.0,82800.0,Activa,2,53,22399.13
POL-005504,CLI-05504,AGE-0003,OBJ-005504,CLI-05504,Automóvil,Básica,Personal Auto,Sucursal,2020-05-19,2020-05-19,2021-05-19,6600.0,79200.0,Activa,1,95,2162.42
POL-005505,CLI-05505,AGE-0001,OBJ-005505,CLI-05505,Automóvil,Premium,Personal Auto,Agente,2011-01-16,2011-01-16,2012-01-16,18200.0,218400.0,Activa,2,32,21776.58
POL-005506,CLI-05506,AGE-0011,OBJ-005506,CLI-05506,Automóvil,Básica,Personal Auto,Call Center,2008-08-22,2008-08-22,2009-08-22,11600.0,139200.0,Activa,5,42,9095.05
POL-005507,CLI-05507,AGE-0077,OBJ-005507,CLI-05507,Automóvil,Básica,Personal Auto,Sucursal,2011-02-24,2011-02-24,2012-02-24,10600.0,127200.0,Activa,1,76,4228.25
POL-005508,CLI-05508,AGE-0049,OBJ-005508,CLI-05508,Automóvil,Extendida,Personal Auto,Agente,2017-03-31,2017-03-31,2018-03-31,8200.0,98400.0,Activa,8,19,6521.37
POL-005509,CLI-05509,AGE-0019,OBJ-005509,CLI-05509,Automóvil,Extendida,Personal Auto,Agente,2011-01-28,2011-01-28,2012-01-28,12800.0,153600.0,Activa,6,34,10209.02
POL-005510,CLI-05510,AGE-0004,OBJ-005510,CLI-05510,Automóvil,Básica,Personal Auto,Sucursal,2011-01-13,2011-01-13,2012-01-13,11000.0,132000.0,Activa,3,58,7600.44
POL-005511,CLI-05511,AGE-0031,OBJ-005511,CLI-05511,Automóvil,Extendida,Corporate Auto,Sucursal,2020-10-14,2020-10-14,2021-10-14,9800.0,117600.0,Activa,1,50,3894.62
POL-005512,CLI-05512,AGE-0019,OBJ-005512,CLI-05512,Automóvil,Básica,Personal Auto,Web,2011-02-26,2011-02-26,2012-02-26,10900.0,130800.0,Activa,3,25,8510.76
POL-005513,CLI-05513,AGE-0002,OBJ-005513,CLI-05513,Automóvil,Básica,Corporate Auto,Agente,2011-01-22,2011-01-22,2012-01-22,6800.0,81600.0,Activa,1,55,2712.83
POL-005514,CLI-05514,AGE-0040,OBJ-005514,CLI-05514,Automóvil,Básica,Personal Auto,Agente,2014-08-09,2014-08-09,2015-08-09,6500.0,78000.0,Activa,1,47,2258.79
POL-005515,CLI-05515,AGE-0031,OBJ-005515,CLI-05515,Automóvil,Extendida,Special Auto,Sucursal,2010-12-04,2010-12-04,2011-12-04,12400.0,148800.0,Activa,1,55,4815.85
POL-005516,CLI-05516,AGE-0060,OBJ-005516,CLI-05516,Automóvil,Básica,Personal Auto,Web,2022-07-19,2022-07-19,2023-07-19,11200.0,134400.0,Activa,3,93,8007.4
POL-005517,CLI-05517,AGE-0023,OBJ-005517,CLI-05517,Automóvil,Extendida,Personal Auto,Sucursal,2014-04-14,2014-04-14,2015-04-14,8700.0,104400.0,Baja,1,55,3008.97
POL-005518,CLI-05518,AGE-0077,OBJ-005518,CLI-05518,Automóvil,Básica,Personal Auto,Web,2011-01-21,2011-01-21,2012-01-21,6300.0,75600.0,Activa,1,2,2530.71
POL-005519,CLI-05519,AGE-0051,OBJ-005519,CLI-05519,Automóvil,Extendida,Personal Auto,Call Center,2013-05-12,2013-05-12,2014-05-12,9100.0,109200.0,Activa,2,88,10787.12
POL-005520,CLI-05520,AGE-0061,OBJ-005520,CLI-05520,Automóvil,Premium,Personal Auto,Sucursal,2011-01-16,2011-01-16,2012-01-16,10100.0,121200.0,Activa,2,86,11923.75
POL-005521,CLI-05521,AGE-0074,OBJ-005521,CLI-05521,Automóvil,Básica,Personal Auto,Call Center,2011-03-11,2011-03-11,2012-03-10,7300.0,87600.0,Activa,6,95,5186.36
POL-005522,CLI-05522,AGE-0052,OBJ-005522,CLI-05522,Automóvil,Extendida,Corporate Auto,Call Center,2011-01-19,2011-01-19,2012-01-19,12900.0,154800.0,Activa,6,66,10103.65
POL-005523,CLI-05523,AGE-0034,OBJ-005523,CLI-05523,Automóvil,Extendida,Personal Auto,Agente,2011-02-17,2011-02-17,2012-02-17,8300.0,99600.0,Activa,7,88,6439.0
POL-005524,CLI-05524,AGE-0045,OBJ-005524,CLI-05524,Automóvil,Extendida,Personal Auto,Sucursal,2016-08-18,2016-08-18,2017-08-18,9800.0,117600.0,Baja,1,98,3909.64
POL-005525,CLI-05525,AGE-0022,OBJ-005525,CLI-05525,Automóvil,Premium,Personal Auto,Call Center,2011-01-31,2011-01-31,2012-01-31,11100.0,133200.0,Activa,2,6,13211.01
POL-005526,CLI-05526,AGE-0064,OBJ-005526,CLI-05526,Automóvil,Extendida,Personal Auto,Sucursal,2010-01-20,2010-01-20,2011-01-20,12600.0,151200.0,Activa,2,13,14616.37
