id_objeto,tipo_objeto,descripcion,valor_asegurado,localidad,provincia,marca,modelo,año_fabricacion,año_construccion,superficie_m2,valor_inmueble
OBJ-005187,Automóvil,Sports Car - Medsize,4599226.45,Godoy Cruz,CABA,Peugeot,3008,2012.0,,,
OBJ-005188,Automóvil,SUV - Large,5286766.56,Posadas,Misiones,Volkswagen,Gol,2023.0,,,
OBJ-005189,Automóvil,Four-Door Car - Large,2880657.27,Río Cuarto,CABA,Ford,Fiesta,2018.0,,,
OBJ-005190,Automóvil,Four-Door Car - Medsize,3364655.19,Villa Ángela,Tucumán,Toyota,Hilux,2009.0,,,
OBJ-005191,Automóvil,Four-Door Car - Medsize,5811389.84,Santa Fe,Buenos Aires,Hyundai,Santa Fe,2012.0,,,
OBJ-005192,Automóvil,Four-Door Car - Medsize,4328548.19,Luján de Cuyo,Misiones,Nissan,March,2005.0,,,
OBJ-005193,Automóvil,Two-Door Car - Medsize,2068672.93,Venado Tuerto,Entre Ríos,Nissan,Kicks,2022.0,,,
OBJ-005194,Automóvil,Four-Door Car - Medsize,6778882.45,Godoy Cruz,Tucumán,Peugeot,Partner,2014.0,,,
OBJ-005195,Automóvil,Four-Door Car - Medsize,2768252.49,San Rafael,Chaco,Renault,Kangoo,2012.0,,,
OBJ-005196,Automóvil,Luxury Car - Medsize,1857157.73,Oberá,Córdoba,Honda,City,2011.0,,,
OBJ-005197,Automóvil,SUV - Medsize,4637515.52,Venado Tuerto,Tucumán,Renault,Duster,2019.0,,,
OBJ-005198,Automóvil,Four-Door Car - Medsize,4346598.37,San Miguel de Tucumán,Santa Fe,Toyota,Yaris,2011.0,,,
OBJ-005199,Automóvil,Two-Door Car - Medsize,1571179.18,Orán,Santa Fe,Chevrolet,Onix,2009.0,,,
OBJ-005200,Automóvil,Four-Door Car - Small,2616350.34,Rosario de la Frontera,Salta,Fiat,Toro,2016.0,,,
OBJ-005201,Automóvil,SUV - Small,1051438.55,Paraná,Entre Ríos,Honda,Fit,2016.0,,,
OBJ-005202,Automóvil,Four-Door Car - Medsize,5448541.97,Oberá,Santa Fe,Nissan,Versa,2012.0,,,
OBJ-005203,Automóvil,Sports Car - Medsize,3647354.03,Concepción,Buenos Aires,Peugeot,208,2011.0,,,
OBJ-005204,Automóvil,SUV - Medsize,6288027.29,Mendoza,Buenos Aires,Peugeot,308,2013.0,,,
OBJ-005205,Automóvil,Four-Door Car - Medsize,1361892.8,Venado Tuerto,Santa Fe,Chevrolet,Cruze,2005.0,,,
OBJ-005206,Automóvil,Four-Door Car - Medsize,1752543.67,Flores,Santa Fe,Ford,Ecosport,2010.0,,,
OBJ-005207,Automóvil,SUV - Small,5341286.68,Lomas de Zamora,Misiones,Ford,Ranger,2022.0,,,
OBJ-005208,Automóvil,SUV - Large,3832642.91,Lomas de Zamora,Buenos Aires,Fiat,Argo,2018.0,,,
OBJ-005209,Automóvil,Four-Door Car - Medsize,4716343.0,Apóstoles,Santa Fe,Renault,Clio,2021.0,,,
OBJ-005210,Automóvil,Four-Door Car - Medsize,3051760.06,Rosario de la Frontera,CABA,Honda,WR-V,2010.0,,,
OBJ-005211,Automóvil,Four-Door Car - Medsize,4898972.46,Famailla,CABA,Nissan,March,2005.0,,,
OBJ-005212,Automóvil,Four-Door Car - Medsize,5251875.05,Eldorado,Chaco,Ford,Fiesta,2021.0,,,
OBJ-005213,Automóvil,Two-Door Car - Medsize,3102787.11,Barranqueras,Córdoba,Toyota,SW4,2016.0,,,
OBJ-005214,Automóvil,SUV - Small,1725205.07,Rosario de la Frontera,Mendoza,Toyota,Yaris,2017.0,,,
OBJ-005215,Automóvil,Two-Door Car - Medsize,7082571.79,Córdoba,CABA,Toyota,Hilux,2005.0,,,
OBJ-005216,Automóvil,Luxury Car - Medsize,6825602.58,Santa Fe,Córdoba,Fiat,Siena,2017.0,,,
OBJ-005217,Automóvil,Luxury Car - Large,1309620.99,Recoleta,Salta,Nissan,Kicks,2014.0,,,
OBJ-005218,Automóvil,Four-Door Car - Medsize,7861778.37,San Miguel de Tucumán,Salta,Chevrolet,S10,2013.0,,,
OBJ-005219,Automóvil,SUV - Medsize,6538306.88,Barranqueras,Santa Fe,Fiat,Argo,2018.0,,,
OBJ-005220,Automóvil,SUV - Medsize,7475230.68,Villa Ángela,Misiones,Peugeot,308,2018.0,,,
OBJ-005221,Automóvil,Four-Door Car - Medsize,935333.49,Posadas,Buenos Aires,Nissan,Sentra,2019.0,,,
OBJ-005222,Automóvil,Four-Door Car - Small,2233586.17,Alta Gracia,Buenos Aires,Volkswagen,Gol,2021.0,,,
OBJ-005223,Automóvil,Two-Door Car - Medsize,6360107.38,Eldorado,Santa Fe,Hyundai,Santa Fe,2007.0,,,
OBJ-005224,Automóvil,Sports Car - Medsize,5798088.63,Luján de Cuyo,Entre Ríos,Toyota,Hilux,2008.0,,,
OBJ-005225,Automóvil,Four-Door Car - Large,7762093.61,Reconquista,Misiones,Volkswagen,Tiguan,2012.0,,,
OBJ-005226,Automóvil,Four-Door Car - Medsize,6290327.9,Resistencia,Mendoza,Chevrolet,S10,2010.0,,,
OBJ-005227,Automóvil,Sports Car - Medsize,7115938.86,Villa Carlos Paz,Salta,Hyundai,HB20,2018.0,,,
OBJ-005228,Automóvil,Four-Door Car - Medsize,6301292.23,Lanús,Entre Ríos,Volkswagen,Polo,2022.0,,,
OBJ-005229,Automóvil,Four-Door Car - Medsize,5344342.12,Reconquista,Córdoba,Nissan,March,2009.0,,,
OBJ-005230,Automóvil,Four-Door Car - Small,1082350.94,San Miguel de Tucumán,Buenos Aires,Chevrolet,Tracker,2006.0,,,
OBJ-005231,Automóvil,Four-Door Car - Medsize,4329070.9,Eldorado,Chaco,Nissan,Kicks,2005.0,,,
OBJ-005232,Automóvil,Four-Door Car - Medsize,7555236.89,Córdoba,Chaco,Renault,Kangoo,2019.0,,,
OBJ-005233,Automóvil,SUV - Medsize,6875758.74,Tartagal,CABA,Fiat,Palio,2006.0,,,
OBJ-005234,Automóvil,Four-Door Car - Medsize,7675942.98,Tafí Viejo,CABA,Nissan,Frontier,2013.0,,,
OBJ-005235,Automóvil,Two-Door Car - Large,1768135.99,Venado Tuerto,Tucumán,Ford,Fiesta,2010.0,,,
OBJ-005236,Automóvil,Four-Door Car - Medsize,1372304.35,Concordia,Tucumán,Honda,Fit,2020.0,,,
OBJ-005237,Automóvil,Two-Door Car - Large,6640577.09,Santa Fe,Córdoba,Fiat,Toro,2016.0,,,
OBJ-005238,Automóvil,Sports Car - Large,4987281.34,Godoy Cruz,Mendoza,Volkswagen,Tiguan,2012.0,,,
OBJ-005239,Automóvil,Two-Door Car - Medsize,4368105.85,Luján de Cuyo,Santa Fe,Chevrolet,Tracker,2005.0,,,
OBJ-005240,Automóvil,Four-Door Car - Medsize,3667292.6,Rosario de la Frontera,Entre Ríos,Chevrolet,Tracker,2012.0,,,
OBJ-005241,Automóvil,Four-Door Car - Small,7470806.03,Venado Tuerto,Córdoba,Volkswagen,Polo,2015.0,,,
OBJ-005242,Automóvil,SUV - Medsize,3479717.27,Luján de Cuyo,Santa Fe,Honda,HR-V,2011.0,,,
OBJ-005243,Automóvil,Four-Door Car - Medsize,1656407.1,La Plata,Santa Fe,Nissan,Frontier,2022.0,,,
OBJ-005244,Automóvil,Four-Door Car - Medsize,1533491.47,Bell Ville,Tucumán,Hyundai,Creta,2022.0,,,
OBJ-005245,Automóvil,Four-Door Car - Medsize,1710866.12,Santa Fe,Tucumán,Hyundai,Santa Fe,2018.0,,,
OBJ-005246,Automóvil,Four-Door Car - Medsize,2343216.64,Villa Carlos Paz,Santa Fe,Ford,Focus,2009.0,,,
OBJ-005247,Automóvil,Two-Door Car - Medsize,3808077.52,Palermo,CABA,Ford,Focus,2013.0,,,
OBJ-005248,Automóvil,SUV - Medsize,2184581.39,Quilmes,Salta,Ford,Ranger,2015.0,,,
OBJ-005249,Automóvil,Two-Door Car - Large,4054358.93,Lomas de Zamora,CABA,Honda,City,2016.0,,,
OBJ-005250,Automóvil,Two-Door Car - Large,4298982.28,Rafaela,Córdoba,Chevrolet,Onix,2005.0,,,
OBJ-005251,Automóvil,SUV - Medsize,3040446.57,Charata,Misiones,Hyundai,Santa Fe,2011.0,,,
OBJ-005252,Automóvil,Two-Door Car - Medsize,992129.65,Flores,Chaco,Nissan,Kicks,2013.0,,,
OBJ-005253,Automóvil,Four-Door Car - Medsize,3909973.07,Posadas,Córdoba,Fiat,Toro,2022.0,,,
OBJ-005254,Automóvil,SUV - Medsize,2902131.84,Eldorado,CABA,Honda,Fit,2019.0,,,
OBJ-005255,Automóvil,Four-Door Car - Small,5576818.61,Salta,Córdoba,Fiat,Cronos,2020.0,,,
OBJ-005256,Automóvil,Four-Door Car - Medsize,7431802.38,Eldorado,Chaco,Fiat,Toro,2017.0,,,
OBJ-005257,Automóvil,Two-Door Car - Large,2975197.69,Rosario de la Frontera,Córdoba,Fiat,Toro,2016.0,,,
OBJ-005258,Automóvil,SUV - Small,5678292.05,Mar del Plata,Misiones,Nissan,Versa,2020.0,,,
OBJ-005259,Automóvil,Two-Door Car - Medsize,5827669.92,Rosario de la Frontera,Mendoza,Honda,WR-V,2010.0,,,
OBJ-005260,Automóvil,Four-Door Car - Medsize,5940320.23,Yerba Buena,Salta,Peugeot,308,2014.0,,,
OBJ-005261,Automóvil,SUV - Small,6642084.07,Oberá,Buenos Aires,Renault,Logan,2008.0,,,
OBJ-005262,Automóvil,Two-Door Car - Large,4330627.38,Rosario de la Frontera,Santa Fe,Toyota,Etios,2010.0,,,
OBJ-005263,Automóvil,Four-Door Car - Small,1356792.16,Concordia,Mendoza,Hyundai,i30,2006.0,,,
OBJ-005264,Automóvil,Two-Door Car - Small,3820646.06,Tafí Viejo,Tucumán,Renault,Sandero,2007.0,,,
OBJ-005265,Automóvil,Sports Car - Large,5380902.4,Yerba Buena,Córdoba,Honda,HR-V,2020.0,,,
OBJ-005266,Automóvil,Sports Car - Medsize,4920818.66,Rosario,Buenos Aires,Honda,City,2006.0,,,
OBJ-005267,Automóvil,Four-Door Car - Medsize,1077254.86,Santa Fe,Buenos Aires,Toyota,SW4,2019.0,,,
OBJ-005268,Automóvil,Two-Door Car - Medsize,6847714.0,La Plata,Córdoba,Nissan,March,2016.0,,,
OBJ-005269,Automóvil,Two-Door Car - Medsize,2099530.5,Leandro N. Alem,Mendoza,Toyota,Corolla,2023.0,,,
OBJ-005270,Automóvil,Two-Door Car - Large,3239614.82,San Miguel de Tucumán,Salta,Nissan,Versa,2020.0,,,
OBJ-005271,Automóvil,Four-Door Car - Medsize,4811586.96,Lomas de Zamora,Santa Fe,Chevrolet,Onix,2022.0,,,
OBJ-005272,Automóvil,Four-Door Car - Small,2851299.83,Posadas,Salta,Peugeot,3008,2019.0,,,
OBJ-005273,Automóvil,Sports Car - Large,2750655.37,Tartagal,Chaco,Fiat,Palio,2018.0,,,
OBJ-005274,Automóvil,Four-Door Car - Medsize,1252195.57,San Miguel de Tucumán,Córdoba,Peugeot,3008,2015.0,,,
OBJ-005275,Automóvil,SUV - Medsize,7381683.31,Venado Tuerto,Buenos Aires,Renault,Duster,2010.0,,,
OBJ-005276,Automóvil,Four-Door Car - Medsize,6459080.27,Caballito,Córdoba,Chevrolet,Cruze,2022.0,,,
OBJ-005277,Automóvil,SUV - Medsize,3957245.29,Apóstoles,Buenos Aires,Honda,Fit,2005.0,,,
OBJ-005278,Automóvil,Four-Door Car - Medsize,4613958.65,Godoy Cruz,Buenos Aires,Nissan,Kicks,2011.0,,,
OBJ-005279,Automóvil,Two-Door Car - Medsize,5303564.95,Tartagal,Santa Fe,Peugeot,2008,2008.0,,,
OBJ-005280,Automóvil,Luxury SUV - Medsize,2197911.44,Concepción,Santa Fe,Ford,Fiesta,2018.0,,,
OBJ-005281,Automóvil,Four-Door Car - Medsize,7739155.62,Córdoba,Santa Fe,Volkswagen,Amarok,2018.0,,,
OBJ-005282,Automóvil,Two-Door Car - Small,1732005.17,Lomas de Zamora,Buenos Aires,Volkswagen,Amarok,2012.0,,,
OBJ-005283,Automóvil,Two-Door Car - Medsize,2508683.55,San Ramón de la Nueva Orán,Misiones,Honda,Fit,2012.0,,,
OBJ-005284,Automóvil,Four-Door Car - Medsize,3927452.32,Villa Ángela,Salta,Chevrolet,Onix,2019.0,,,
OBJ-005285,Automóvil,Four-Door Car - Medsize,901604.24,San Ramón de la Nueva Orán,Buenos Aires,Nissan,March,2015.0,,,
OBJ-005286,Automóvil,SUV - Large,5060452.49,Rosario,Chaco,Peugeot,2008,2013.0,,,
OBJ-005287,Automóvil,Two-Door Car - Medsize,7859020.37,Godoy Cruz,Chaco,Nissan,Frontier,2007.0,,,
OBJ-005288,Automóvil,SUV - Small,1415033.6,Resistencia,Córdoba,Fiat,Argo,2019.0,,,
OBJ-005289,Automóvil,Four-Door Car - Medsize,5831072.53,Alta Gracia,Córdoba,Nissan,Versa,2015.0,,,
OBJ-005290,Automóvil,Four-Door Car - Medsize,7414923.11,Gualeguaychú,CABA,Peugeot,2008,2013.0,,,
OBJ-005291,Automóvil,Four-Door Car - Small,7979992.47,Lanús,Chaco,Peugeot,208,2018.0,,,
OBJ-005292,Automóvil,Four-Door Car - Medsize,980257.06,Tartagal,Mendoza,Fiat,Palio,2023.0,,,
OBJ-005293,Automóvil,Four-Door Car - Medsize,5908652.06,Salta,Salta,Chevrolet,Spin,2011.0,,,
OBJ-005294,Automóvil,Four-Door Car - Medsize,2566663.79,Santa Fe,Salta,Chevrolet,Cruze,2014.0,,,
OBJ-005295,Automóvil,Four-Door Car - Medsize,6515597.28,Bell Ville,Buenos Aires,Peugeot,Partner,2012.0,,,
OBJ-005296,Automóvil,Four-Door Car - Medsize,2080955.8,Orán,Mendoza,Toyota,Etios,2016.0,,,
OBJ-005297,Automóvil,Four-Door Car - Large,1486335.04,Luján de Cuyo,Mendoza,Hyundai,Creta,2008.0,,,
OBJ-005298,Automóvil,Two-Door Car - Large,7104985.38,Apóstoles,Misiones,Peugeot,208,2015.0,,,
OBJ-005299,Automóvil,Four-Door Car - Medsize,1587043.45,San Ramón de la Nueva Orán,Mendoza,Nissan,March,2020.0,,,
OBJ-005300,Automóvil,Four-Door Car - Small,2616525.76,Flores,Chaco,Nissan,March,2018.0,,,
OBJ-005301,Automóvil,SUV - Medsize,5618322.08,Posadas,Córdoba,Volkswagen,Vento,2019.0,,,
OBJ-005302,Automóvil,SUV - Medsize,3628978.37,Bell Ville,Misiones,Volkswagen,Polo,2009.0,,,
OBJ-005303,Automóvil,Four-Door Car - Large,7373014.36,Villa Ángela,CABA,Renault,Duster,2020.0,,,
OBJ-005304,Automóvil,Two-Door Car - Small,7937785.11,Gualeguaychú,Chaco,Volkswagen,Amarok,2015.0,,,
OBJ-005305,Automóvil,Four-Door Car - Medsize,7853952.85,La Plata,Córdoba,Volkswagen,Gol,2023.0,,,
OBJ-005306,Automóvil,Four-Door Car - Medsize,5267688.42,Orán,Entre Ríos,Honda,Fit,2014.0,,,
OBJ-005307,Automóvil,Four-Door Car - Medsize,3749391.08,La Plata,Salta,Hyundai,Tucson,2017.0,,,
OBJ-005308,Automóvil,SUV - Medsize,1820292.58,San Ramón de la Nueva Orán,Córdoba,Chevrolet,S10,2018.0,,,
OBJ-005309,Automóvil,Two-Door Car - Medsize,3297107.74,Río Cuarto,CABA,Nissan,Kicks,2009.0,,,
OBJ-005310,Automóvil,Four-Door Car - Medsize,6019012.62,Mar del Plata,Salta,Hyundai,HB20,2013.0,,,
OBJ-005311,Automóvil,Four-Door Car - Medsize,7411418.26,Eldorado,Entre Ríos,Ford,Focus,2017.0,,,
OBJ-005312,Automóvil,Four-Door Car - Medsize,4304112.02,San Miguel de Tucumán,Santa Fe,Nissan,Kicks,2021.0,,,
OBJ-005313,Automóvil,Four-Door Car - Medsize,5170541.86,Posadas,Mendoza,Chevrolet,S10,2017.0,,,
OBJ-005314,Automóvil,SUV - Small,7338855.93,Posadas,Buenos Aires,Toyota,Hilux,2019.0,,,
OBJ-005315,Automóvil,Two-Door Car - Medsize,5195088.14,Paraná,Mendoza,Ford,Ka,2008.0,,,
OBJ-005316,Automóvil,Two-Door Car - Medsize,1586524.8,Bell Ville,Buenos Aires,Ford,Focus,2021.0,,,
OBJ-005317,Automóvil,Four-Door Car - Small,7539938.0,Eldorado,CABA,Hyundai,Santa Fe,2011.0,,,
OBJ-005318,Automóvil,Sports Car - Medsize,5359261.83,Alta Gracia,Santa Fe,Fiat,Palio,2012.0,,,
OBJ-005319,Automóvil,SUV - Medsize,5012969.05,Salta,Entre Ríos,Renault,Clio,2007.0,,,
OBJ-005320,Automóvil,Sports Car - Medsize,1952759.39,Tafí Viejo,CABA,Hyundai,Santa Fe,2012.0,,,
OBJ-005321,Automóvil,Four-Door Car - Large,7676037.61,Villa Carlos Paz,Córdoba,Hyundai,Santa Fe,2011.0,,,
OBJ-005322,Automóvil,Two-Door Car - Medsize,7651485.35,San Rafael,Santa Fe,Chevrolet,Onix,2007.0,,,
OBJ-005323,Automóvil,SUV - Large,7081539.86,Maipú,Chaco,Peugeot,3008,2005.0,,,
OBJ-005324,Automóvil,Four-Door Car - Small,7073471.91,Charata,Misiones,Renault,Sandero,2007.0,,,
OBJ-005325,Automóvil,Four-Door Car - Medsize,924569.0,Quilmes,Santa Fe,Ford,Ecosport,2015.0,,,
OBJ-005326,Automóvil,Four-Door Car - Medsize,2560377.97,Bell Ville,Mendoza,Renault,Duster,2007.0,,,
OBJ-005327,Automóvil,Four-Door Car - Medsize,6804179.15,Barranqueras,Misiones,Ford,Ranger,2021.0,,,
OBJ-005328,Automóvil,Four-Door Car - Medsize,2746510.31,Palermo,Entre Ríos,Hyundai,Tucson,2023.0,,,
OBJ-005329,Automóvil,Four-Door Car - Small,2691878.26,Apóstoles,Salta,Chevrolet,S10,2010.0,,,
OBJ-005330,Automóvil,Four-Door Car - Medsize,2361670.17,Lanús,Córdoba,Honda,Fit,2008.0,,,
OBJ-005331,Automóvil,Two-Door Car - Small,4842629.87,Paraná,Salta,Hyundai,Santa Fe,2022.0,,,
OBJ-005332,Automóvil,Four-Door Car - Medsize,1863954.52,Barranqueras,Mendoza,Toyota,Corolla,2007.0,,,
OBJ-005333,Automóvil,Four-Door Car - Medsize,3517309.75,Posadas,CABA,Chevrolet,Tracker,2022.0,,,
OBJ-005334,Automóvil,Four-Door Car - Medsize,7547414.77,Concordia,Córdoba,Volkswagen,Tiguan,2008.0,,,
OBJ-005335,Automóvil,Four-Door Car - Medsize,4138957.01,San Miguel de Tucumán,Entre Ríos,Nissan,Kicks,2009.0,,,
OBJ-005336,Automóvil,Four-Door Car - Medsize,4425812.72,Leandro N. Alem,Buenos Aires,Chevrolet,Tracker,2018.0,,,
OBJ-005337,Automóvil,Four-Door Car - Medsize,5429713.62,Yerba Buena,Tucumán,Peugeot,Partner,2012.0,,,
OBJ-005338,Automóvil,Sports Car - Medsize,7822420.91,La Plata,Córdoba,Renault,Kangoo,2020.0,,,
OBJ-005339,Automóvil,SUV - Medsize,3766717.37,Concordia,Entre Ríos,Chevrolet,Tracker,2015.0,,,
OBJ-005340,Automóvil,Four-Door Car - Medsize,5661507.95,Presidencia Roque Sáenz Peña,Mendoza,Toyota,Hilux,2007.0,,,
OBJ-005341,Automóvil,Four-Door Car - Medsize,1476701.26,Recoleta,Salta,Fiat,Argo,2021.0,,,
OBJ-005342,Automóvil,Sports Car - Large,7162808.45,Córdoba,Misiones,Chevrolet,S10,2023.0,,,
OBJ-005343,Automóvil,Sports Car - Small,4879417.39,Rosario,Buenos Aires,Ford,Focus,2013.0,,,
OBJ-005344,Automóvil,SUV - Large,1842474.07,Presidencia Roque Sáenz Peña,Salta,Nissan,Frontier,2019.0,,,
OBJ-005345,Automóvil,Four-Door Car - Medsize,5330097.5,San Ramón de la Nueva Orán,CABA,Fiat,Palio,2022.0,,,
OBJ-005346,Automóvil,Two-Door Car - Medsize,4136258.12,La Plata,Buenos Aires,Peugeot,2008,2010.0,,,
OBJ-005347,Automóvil,Luxury SUV - Medsize,7499491.58,Concordia,Entre Ríos,Volkswagen,Tiguan,2018.0,,,
OBJ-005348,Automóvil,Four-Door Car - Medsize,3115590.65,Paraná,Chaco,Fiat,Cronos,2015.0,,,
OBJ-005349,Automóvil,Four-Door Car - Medsize,1988939.87,Mar del Plata,Mendoza,Honda,Fit,2012.0,,,
OBJ-005350,Automóvil,Four-Door Car - Medsize,3811360.31,San Miguel de Tucumán,Entre Ríos,Hyundai,Creta,2020.0,,,
OBJ-005351,Automóvil,Four-Door Car - Medsize,5470444.86,Alta Gracia,Córdoba,Toyota,Etios,2023.0,,,
OBJ-005352,Automóvil,Two-Door Car - Medsize,3667867.6,Rafaela,Chaco,Volkswagen,Polo,2008.0,,,
OBJ-005353,Automóvil,Sports Car - Medsize,6357104.87,San Miguel de Tucumán,Buenos Aires,Ford,Ka,2008.0,,,
OBJ-005354,Automóvil,Four-Door Car - Medsize,5297747.58,Charata,Córdoba,Ford,Focus,2021.0,,,
OBJ-005355,Automóvil,Four-Door Car - Medsize,1476558.27,Palermo,Buenos Aires,Fiat,Siena,2015.0,,,
OBJ-005356,Automóvil,Four-Door Car - Medsize,989068.08,Paraná,Buenos Aires,Hyundai,Santa Fe,2007.0,,,
OBJ-005357,Automóvil,Two-Door Car - Small,1216645.01,Godoy Cruz,Chaco,Ford,Fiesta,2021.0,,,
OBJ-005358,Automóvil,Four-Door Car - Small,5176132.66,Villa Ángela,Santa Fe,Honda,WR-V,2014.0,,,
OBJ-005359,Automóvil,Four-Door Car - Large,2599033.4,Maipú,Misiones,Peugeot,208,2018.0,,,
OBJ-005360,Automóvil,Four-Door Car - Medsize,2045564.96,Rosario,Buenos Aires,Fiat,Siena,2019.0,,,
OBJ-005361,Automóvil,Two-Door Car - Small,3614851.34,Gualeguaychú,Entre Ríos,Toyota,Corolla,2021.0,,,
OBJ-005362,Automóvil,Two-Door Car - Medsize,3184796.08,Posadas,Entre Ríos,Chevrolet,Tracker,2022.0,,,
OBJ-005363,Automóvil,Four-Door Car - Small,2342419.95,Rosario de la Frontera,Córdoba,Toyota,SW4,2007.0,,,
OBJ-005364,Automóvil,Two-Door Car - Medsize,5787743.12,Maipú,Mendoza,Renault,Duster,2016.0,,,
OBJ-005365,Automóvil,Sports Car - Medsize,3323878.96,Rosario,Buenos Aires,Honda,Fit,2009.0,,,
OBJ-005366,Automóvil,Four-Door Car - Small,7036295.57,Leandro N. Alem,Entre Ríos,Fiat,Cronos,2010.0,,,
OBJ-005367,Automóvil,Four-Door Car - Small,3097526.19,Caballito,Misiones,Honda,WR-V,2007.0,,,
OBJ-005368,Automóvil,Four-Door Car - Medsize,7994783.28,Tafí Viejo,Chaco,Ford,Ka,2017.0,,,
OBJ-005369,Automóvil,Four-Door Car - Small,2259751.85,Villa Ángela,Chaco,Peugeot,Partner,2013.0,,,
OBJ-005370,Automóvil,Four-Door Car - Medsize,2610837.9,Caballito,Misiones,Honda,HR-V,2018.0,,,
OBJ-005371,Automóvil,SUV - Small,7005571.54,Luján de Cuyo,Córdoba,Hyundai,Creta,2010.0,,,
OBJ-005372,Automóvil,Two-Door Car - Medsize,2644065.17,Bell Ville,Santa Fe,Peugeot,308,2013.0,,,
OBJ-005373,Automóvil,Luxury Car - Small,6655192.86,Villa Carlos Paz,Buenos Aires,Volkswagen,Tiguan,2023.0,,,
OBJ-005374,Automóvil,Two-Door Car - Medsize,1781782.01,Presidencia Roque Sáenz Peña,Santa Fe,Chevrolet,Spin,2019.0,,,
OBJ-005375,Automóvil,Four-Door Car - Medsize,7787068.69,San Miguel de Tucumán,CABA,Chevrolet,Onix,2009.0,,,
OBJ-005376,Automóvil,Four-Door Car - Small,4915403.22,Caballito,Córdoba,Toyota,Yaris,2006.0,,,
OBJ-005377,Automóvil,SUV - Medsize,7113574.96,Mendoza,CABA,Volkswagen,Amarok,2020.0,,,
OBJ-005378,Automóvil,Two-Door Car - Medsize,5291887.32,Recoleta,Córdoba,Renault,Clio,2011.0,,,
OBJ-005379,Automóvil,SUV - Medsize,2929347.62,San Miguel de Tucumán,CABA,Ford,Ka,2023.0,,,
OBJ-005380,Automóvil,Two-Door Car - Medsize,7182892.1,Paraná,Córdoba,Fiat,Cronos,2007.0,,,
OBJ-005381,Automóvil,Two-Door Car - Medsize,6219839.14,Charata,Santa Fe,Chevrolet,S10,2019.0,,,
OBJ-005382,Automóvil,SUV - Medsize,6325730.82,Concepción del Uruguay,Córdoba,Hyundai,Santa Fe,2020.0,,,
OBJ-005383,Automóvil,Two-Door Car - Medsize,6169910.6,San Ramón de la Nueva Orán,Chaco,Renault,Sandero,2005.0,,,
OBJ-005384,Automóvil,Sports Car - Medsize,1857680.1,Colón,Córdoba,Honda,Fit,2023.0,,,
OBJ-005385,Automóvil,Four-Door Car - Medsize,4283076.21,La Plata,Salta,Ford,Ecosport,2013.0,,,
OBJ-005386,Automóvil,Four-Door Car - Medsize,2892234.19,Apóstoles,Santa Fe,Fiat,Cronos,2016.0,,,
OBJ-005387,Automóvil,Four-Door Car - Medsize,7516618.48,Rafaela,Misiones,Honda,HR-V,2011.0,,,
OBJ-005388,Automóvil,Two-Door Car - Medsize,1428475.86,Rafaela,Mendoza,Chevrolet,Spin,2010.0,,,
OBJ-005389,Automóvil,Four-Door Car - Medsize,4843843.06,Gualeguaychú,Tucumán,Peugeot,3008,2014.0,,,
OBJ-005390,Automóvil,Four-Door Car - Medsize,7997973.98,Belgrano,Córdoba,Renault,Clio,2008.0,,,
OBJ-005391,Automóvil,SUV - Medsize,7511669.22,Belgrano,Salta,Peugeot,2008,2010.0,,,
OBJ-005392,Automóvil,Four-Door Car - Medsize,7124574.95,Bell Ville,Buenos Aires,Toyota,Etios,2018.0,,,
OBJ-005393,Automóvil,Two-Door Car - Medsize,6955052.59,Maipú,Entre Ríos,Volkswagen,Vento,2006.0,,,
OBJ-005394,Automóvil,Four-Door Car - Large,1759693.76,Posadas,CABA,Honda,WR-V,2020.0,,,
OBJ-005395,Automóvil,Two-Door Car - Medsize,5273951.12,Paraná,Entre Ríos,Nissan,Frontier,2005.0,,,
OBJ-005396,Automóvil,Four-Door Car - Small,6550242.87,Posadas,Tucumán,Hyundai,i30,2020.0,,,
OBJ-005397,Automóvil,Four-Door Car - Medsize,5813997.14,Caballito,Córdoba,Honda,HR-V,2015.0,,,
OBJ-005398,Automóvil,SUV - Medsize,4153596.38,Venado Tuerto,CABA,Volkswagen,Polo,2010.0,,,
OBJ-005399,Automóvil,Four-Door Car - Medsize,2987180.52,Tartagal,Córdoba,Volkswagen,Polo,2011.0,,,
OBJ-005400,Automóvil,SUV - Medsize,2037667.24,Posadas,Chaco,Fiat,Toro,2023.0,,,
OBJ-005401,Automóvil,Four-Door Car - Medsize,7540232.68,Palermo,CABA,Nissan,Versa,2005.0,,,
OBJ-005402,Automóvil,Four-Door Car - Medsize,2448836.01,San Ramón de la Nueva Orán,CABA,Honda,WR-V,2017.0,,,
OBJ-005403,Automóvil,Two-Door Car - Medsize,7264137.25,Villa Ángela,Chaco,Honda,HR-V,2019.0,,,
OBJ-005404,Automóvil,SUV - Medsize,1284131.13,Alta Gracia,Salta,Hyundai,Creta,2008.0,,,
OBJ-005405,Automóvil,Sports Car - Large,1261614.69,Oberá,Salta,Renault,Duster,2023.0,,,
OBJ-005406,Automóvil,Four-Door Car - Small,1095529.76,Concordia,Córdoba,Honda,Fit,2009.0,,,
OBJ-005407,Automóvil,Four-Door Car - Medsize,1326959.91,Córdoba,Tucumán,Honda,Fit,2019.0,,,
OBJ-005408,Automóvil,Four-Door Car - Small,5168492.73,Tartagal,Entre Ríos,Volkswagen,Polo,2008.0,,,
